"Nephrosperma_vanhoutteanum"	"Medusagyne_oppositifolia"	"Mimusops_sechellarum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lygistorrhina_sp1_M_PL_085"	"Unidentified_sp2_M_PL_085"	"Unidentified_sp1_M_PL_085"	"Lasioglossum_mahense"	"Parasarcophaga_hirticeps"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Geron_seychellarum"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_085"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Simosyrphus_aegyptius"	"Unidentified_sp3_M_PL_085"	"Unidentified_sp4_M_PL_085"	"Unidentified_sp5_M_PL_085"
"Parasarcophaga_hirticeps"	0.34306148265458	0.281556568449728	0.0252349405919858	0.00932971828359552	0.00748395668677778	0.0654846210093055	0.0122521958090921	0.0122521958090921	0.0612812022667122	0.0166875370959898	1.05917829055071	0.0122521958090921	0.0122521958090921	0.0122521958090921	0.00210291171599881	0.014355107525091	0.0122521958090921	0.0122521958090921	0.00187098917169444	0.0122521958090921	0.0122521958090921	0.00210291171599881
"Eristalinus_vicarians"	0.623848485503325	0.0133445313869647	0.0190483896623702	0.00714548040522049	0.0032797797087867	0.0286980724518836	0.0222803030536902	0.0222803030536902	0.0260917574233818	0.0256540389601928	0.0245043916181843	1.02228030305369	0.0222803030536902	0.0222803030536902	0.00158736580519752	0.0238676688588877	0.0222803030536902	0.0222803030536902	0.000819944927196675	0.0222803030536902	0.0222803030536902	0.00158736580519752
"Rhiparida_seychellensis"	0.623848485503325	0.0133445313869647	0.0190483896623702	0.00714548040522049	0.0032797797087867	0.0286980724518836	0.0222803030536902	0.0222803030536902	0.0260917574233818	0.0256540389601928	0.0245043916181843	0.0222803030536902	1.02228030305369	0.0222803030536902	0.00158736580519752	0.0238676688588877	0.0222803030536902	0.0222803030536902	0.000819944927196675	0.0222803030536902	0.0222803030536902	0.00158736580519752
"Geron_seychellarum"	0.623848485503325	0.0133445313869647	0.0190483896623702	0.0071454804052205	0.0032797797087867	0.0286980724518836	0.0222803030536902	0.0222803030536902	0.0260917574233818	0.0256540389601928	0.0245043916181843	0.0222803030536902	0.0222803030536902	1.02228030305369	0.00158736580519752	0.0238676688588877	0.0222803030536902	0.0222803030536902	0.000819944927196675	0.0222803030536902	0.0222803030536902	0.00158736580519752
"Nectarinia_dussumieri"	0.0444462425455305	0.0157107457608007	0.585001789706337	0.0148412663982622	0.00666662225573623	0.058332944737692	0.00158736580519752	0.00158736580519752	0.0529559725741924	0.0540478315469578	0.00420582343199763	0.00158736580519752	0.00158736580519752	0.00158736580519752	1.04875014914219	0.0503375149473923	0.00158736580519752	0.00158736580519752	0.00166665556393406	0.00158736580519752	0.00158736580519752	0.0487501491421948
"Phelsuma_sp1_M_PL_085"	0.334147364024428	0.0145276385738827	0.302025089684354	0.0109933734017413	0.00497320098226146	0.0435155085947878	0.0119338344294438	0.0119338344294438	0.0395238649987871	0.0398509352535753	0.014355107525091	0.0119338344294438	0.0119338344294438	0.0119338344294438	0.0251687574736961	1.03710259190314	0.0119338344294438	0.0119338344294438	0.00124330024556537	0.0119338344294438	0.0119338344294438	0.0251687574736961
"Chalcidoma_disjunctum"	0.623848485503325	0.0133445313869647	0.0190483896623702	0.0071454804052205	0.0032797797087867	0.0286980724518836	0.0222803030536902	0.0222803030536902	0.0260917574233818	0.0256540389601928	0.0245043916181843	0.0222803030536902	0.0222803030536902	0.0222803030536902	0.00158736580519752	0.0238676688588877	1.02228030305369	0.0222803030536902	0.000819944927196675	0.0222803030536902	0.0222803030536902	0.00158736580519752
"Hemipyrellia_germana"	0.623848485503325	0.0133445313869647	0.0190483896623702	0.0071454804052205	0.0032797797087867	0.0286980724518836	0.0222803030536902	0.0222803030536902	0.0260917574233818	0.0256540389601928	0.0245043916181843	0.0222803030536902	0.0222803030536902	0.0222803030536902	0.00158736580519752	0.0238676688588877	0.0222803030536902	1.02228030305369	0.000819944927196675	0.0222803030536902	0.0222803030536902	0.00158736580519752
"Simosyrphus_aegyptius"	0.0229584579615069	0.0175322004971533	0.0199998667672087	0.0168101220959381	0.58936601934486	0.156952669267522	0.000819944927196674	0.000819944927196674	0.00540863390732295	0.00668913101511526	0.00374197834338889	0.000819944927196675	0.000819944927196674	0.000819944927196674	0.00166665556393406	0.00248660049113073	0.000819944927196674	0.000819944927196675	1.14734150483622	0.000819944927196675	0.000819944927196675	0.00166665556393406
"Unidentified_sp3_M_PL_085"	0.623848485503325	0.0133445313869647	0.0190483896623702	0.0071454804052205	0.0032797797087867	0.0286980724518836	0.0222803030536902	0.0222803030536902	0.0260917574233818	0.0256540389601928	0.0245043916181843	0.0222803030536902	0.0222803030536902	0.0222803030536902	0.00158736580519752	0.0238676688588877	0.0222803030536902	0.0222803030536902	0.000819944927196675	1.02228030305369	0.0222803030536902	0.00158736580519752
"Unidentified_sp4_M_PL_085"	0.623848485503325	0.0133445313869647	0.0190483896623702	0.0071454804052205	0.0032797797087867	0.0286980724518836	0.0222803030536902	0.0222803030536902	0.0260917574233818	0.0256540389601928	0.0245043916181843	0.0222803030536902	0.0222803030536902	0.0222803030536902	0.00158736580519752	0.0238676688588877	0.0222803030536902	0.0222803030536902	0.000819944927196675	0.0222803030536902	1.02228030305369	0.00158736580519752
"Unidentified_sp5_M_PL_085"	0.0444462425455305	0.0157107457608007	0.585001789706337	0.0148412663982622	0.00666662225573623	0.058332944737692	0.00158736580519752	0.00158736580519752	0.0529559725741924	0.0540478315469578	0.00420582343199763	0.00158736580519752	0.00158736580519752	0.00158736580519752	0.0487501491421948	0.0503375149473923	0.00158736580519752	0.00158736580519752	0.00166665556393406	0.00158736580519752	0.00158736580519752	1.04875014914219
