"Cinnamomum_verum"	"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Chrysobalanus_icaco"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Nepenthes_pervillei"	"Mimusops_sechellarum"	"Timonius_sechellensis"	"Apis_mellifera"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_118"	"Unidentified_sp2_M_PL_118"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_118"	"Hemipyrellia_sp1_M_PL_118"	"Leptotes_pirithous"	"Ornidia_obesa"	"Lampides_boeticus"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_118"
"Neophyllomyza_approximatonervis"	0.0111071112287936	0.626210997428505	0.00879643541066064	0.0105557224927928	0	0.000317346035108389	0.00967905407080585	0	0	0.0879643541066065	1.07827637467856	0.0782763746785632	0	0.00126938414043355	0.00175928708213213	0.0782763746785632	0.00353047464058082	0.00175928708213213	0.00111071112287936	0	0.00111071112287936	0
"Lygistorrhina_sp1_M_PL_118"	0.0111071112287936	0.626210997428505	0.00879643541066064	0.0105557224927928	0	0.000317346035108389	0.00967905407080585	0	0	0.0879643541066065	0.0782763746785631	1.07827637467856	0	0.00126938414043355	0.00175928708213213	0.0782763746785632	0.00353047464058082	0.00175928708213213	0.00111071112287936	0	0.00111071112287936	0
"Unidentified_sp2_M_PL_118"	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.343427912368859	0.00507753656173422	0.00412549845640905	0.00495059814769086	0	0.295526511781967	0.0135586093500059	0	0	0.0412549845640905	0.000634692070216777	0.000634692070216777	0	1.18210604712787	0.00082509969128181	0.000634692070216777	0.0377324435743874	0.00082509969128181	0.0343427912368859	0	0.0343427912368859	0
"Nectarinia_dussumieri"	0.0144392445974317	0.014074296657057	0.0114353660338588	0.613722439240631	0	0.000412549845640905	0.0125827702920476	0	0	0.114353660338588	0.00175928708213213	0.00175928708213213	0	0.00165019938256362	1.10228707320677	0.00175928708213213	0.00458961703275507	0.102287073206772	0.00144392445974317	0	0.00144392445974317	0
"Unidentified_sp1_M_PL_118"	0.0111071112287936	0.626210997428505	0.00879643541066064	0.0105557224927928	0	0.000317346035108389	0.00967905407080585	0	0	0.0879643541066064	0.0782763746785632	0.0782763746785632	0	0.00126938414043355	0.00175928708213213	1.07827637467856	0.00353047464058082	0.00175928708213213	0.00111071112287936	0	0.00111071112287936	0
"Hemipyrellia_sp1_M_PL_118"	0.33015888127589	0.0141218985623233	0.0114740425818877	0.0137688510982652	0	0.00943311089359685	0.287709882254704	0	0	0.114740425818877	0.00176523732029041	0.00176523732029041	0	0.0377324435743874	0.00229480851637753	0.00176523732029041	1.10494335869127	0.00229480851637753	0.033015888127589	0	0.033015888127589	0
"Leptotes_pirithous"	0.0144392445974317	0.014074296657057	0.0114353660338588	0.61372243924063	0	0.000412549845640905	0.0125827702920476	0	0	0.114353660338588	0.00175928708213213	0.00175928708213213	0	0.00165019938256362	0.102287073206772	0.00175928708213213	0.00458961703275507	1.10228707320677	0.00144392445974317	0	0.00144392445974317	0
"Ornidia_obesa"	0.600998846645504	0.00888568898303488	0.00721962229871584	0.00866354675845901	0	0.017171395618443	0.0237275663625103	0	0	0.0721962229871584	0.00111071112287936	0.00111071112287936	0	0.0686855824737718	0.00144392445974317	0.00111071112287936	0.0660317762551779	0.00144392445974317	1.06009988466455	0	0.0600998846645504	0
"Lampides_boeticus"	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0
"Megachile_seychellensis"	0.600998846645504	0.00888568898303488	0.00721962229871584	0.00866354675845901	0	0.017171395618443	0.0237275663625103	0	0	0.0721962229871584	0.00111071112287936	0.00111071112287936	0	0.0686855824737718	0.00144392445974317	0.00111071112287936	0.0660317762551779	0.00144392445974317	0.0600998846645504	0	1.06009988466455	0
"Phelsuma_sp1_M_PL_118"	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333
