"Salmo_salar"	"Salvelinus_fontinalis"	"Salvelinus_namaycush"	"Coregonus_clupeaformis"	"Esox_lucius"	"Catostomus_catostomus"	"Tetraonchus_monenteron"	"Discocotyle_sagittata"	"Crepidostomum_farionis"	"Crepidostomum_cooperi"	"Phyllodistomum_coregoni"	"Phyllodistomum_lachancei"	"Triaenophorus_crassus"	"Triaenophorus_crassus_(L)"	"Eubothrium_salvelini"	"Diphyllobothrium_sp._(L)"	"Proteocephalus_pinguis"	"Proteocephalus_tumidocollus"	"Proteocephalus_sp.1"	"Proteocephalus_sp.2"	"Raphidascaris_sp."	"Raphidascaris_canadensis"	"Capillaria_salvelini"	"Metabronema_salvelini"	"Metechinorhynchus_lateralis"	"Neoechinorhynchus_crassus"	"Ergasilus_caeruleus"	"Salmincola_extumescens"	"Salmincola_coregonorum"	"Salmincola_edwardsii"	"Salmincola_siscowet"
"Phyllodistomum_coregoni"	0.000129711086073973	0.000194812950388248	0.000233442730217804	0.100451968201361	1.66042059788327e-07	0	1.79903415056349e-06	0.000776059024374954	0.000776001722168979	0.000776356176527489	1.0007727074477	5.14728998154288e-06	3.32084119576654e-09	0.000774503161012146	5.14728998154288e-06	0.000777854737684321	3.32084119576654e-09	0.000776001722168979	0.000776001722168979	0.000777854737684321	0.000776001722168979	3.32084119576653e-09	0.000776001722168979	1.49856115683268e-06	1.50188199802845e-06	0	0	0.000774560463218121	0.000772707447702778	1.49856115683268e-06	1.79571330936772e-06
"Phyllodistomum_lachancei"	0.0335229447943309	0.0336254539119319	0.0336125837328877	0.000223049232533525	2.60693384168811e-05	0	0.000259079723175166	0.000739272312458858	0.000518931437518101	0.000739173311081594	1.71576332718096e-06	1.00099611488554	5.21386768337621e-07	0.00026027409973401	0.000996114885538506	0.000997830648865686	5.21386768337622e-07	0.000518931437518101	0.000518931437518101	0.000997830648865686	0.000518931437518101	5.21386768337621e-07	0.000518931437518101	0.000258657337784092	0.000259178724552429	0	0	0.000480614974674766	1.71576332718096e-06	0.000258657337784092	0.000258558336406829
"Triaenophorus_crassus"	2.35457826220534e-07	0.000101471246034194	0.000101432314797354	4.3170935544965e-07	0.100806530282088	0	0.00201691085421712	7.87232570844368e-07	1.56411746297691e-06	7.86933099791752e-07	3.32084119576654e-09	1.56416030501287e-06	1.00201613060564	7.83569416560031e-07	1.56416030501287e-06	1.56748114620863e-06	0.00201613060564176	1.56411746297691e-06	1.56411746297691e-06	1.56748114620863e-06	1.56411746297691e-06	0.00201613060564176	1.56411746297691e-06	7.80548046416879e-07	0.00201691115368817	0	0	6.68452442748846e-09	3.32084119576654e-09	7.80548046416879e-07	7.80248575364263e-07
"Triaenophorus_crassus_(L)"	0.000123250329106768	0.000207666821392083	0.0503168891583986	0.0503427054657895	1.95892354140008e-05	0	0.000387444778234424	0.000390609736580944	0.000775902011119848	0.000776065293019456	0.000387251580506073	0.000390411149601014	3.91784708280015e-07	1.00077430457403	0.000390411149601015	0.000777662730107088	3.91784708280015e-07	0.000775902011119848	0.000775902011119848	0.000777662730107088	0.000775902011119848	3.91784708280015e-07	0.000775902011119848	1.59743708763141e-06	1.98922179591143e-06	0	0	0.000389012299493313	0.000387251580506073	1.59743708763141e-06	0.000387052993526143
"Eubothrium_salvelini"	0.0335229447943309	0.0336254539119319	0.0336125837328877	0.000223049232533525	2.60693384168811e-05	0	0.000259079723175166	0.000739272312458858	0.000518931437518102	0.000739173311081594	1.71576332718096e-06	0.000996114885538505	5.21386768337621e-07	0.000260274099734009	1.00099611488554	0.000997830648865686	5.21386768337621e-07	0.000518931437518101	0.000518931437518102	0.000997830648865686	0.000518931437518102	5.21386768337621e-07	0.000518931437518102	0.000258657337784092	0.000259178724552429	0	0	0.000480614974674766	1.71576332718096e-06	0.000258657337784092	0.000258558336406829
"Diphyllobothrium_sp._(L)"	0.0251746363672667	0.025267793671546	0.0252677984822203	0.0252802789747405	1.95935143276079e-05	0	0.000194759550919016	0.000748468990437882	0.000583199008680821	0.000748469027443068	0.00019446368442108	0.000748372986649265	3.91870286552158e-07	0.000388831365053544	0.000748372986649265	1.00094283667107	3.91870286552158e-07	0.000583199008680821	0.000583199008680821	0.000942836671070345	0.000583199008680821	3.91870286552158e-07	0.000583199008680821	0.000194367643627277	0.000194759513913829	0	0	0.000554101346810605	0.00019446368442108	0.000194367643627277	0.000194367680632463
"Proteocephalus_pinguis"	2.35457826220534e-07	0.000101471246034194	0.000101432314797354	4.3170935544965e-07	0.100806530282088	0	0.00201691085421712	7.87232570844367e-07	1.56411746297691e-06	7.86933099791752e-07	3.32084119576654e-09	1.56416030501286e-06	0.00201613060564176	7.8356941656003e-07	1.56416030501286e-06	1.56748114620863e-06	1.00201613060564	1.56411746297691e-06	1.56411746297691e-06	1.56748114620863e-06	1.56411746297691e-06	0.00201613060564176	1.56411746297691e-06	7.80548046416879e-07	0.00201691115368817	0	0	6.68452442748845e-09	3.32084119576654e-09	7.80548046416878e-07	7.80248575364264e-07
"Proteocephalus_tumidocollus"	0.000121095083228248	0.0336180963387696	0.0336180996697311	0.0336267412939891	2.60686243829485e-05	0	0.000259122139177898	0.000518997911550855	0.000775868748480691	0.000518997937173635	0.000258667240722993	0.000518931437518101	5.2137248765897e-07	0.000517268007413232	0.000518931437518101	0.000777598678241094	5.2137248765897e-07	1.00077586874848	0.000775868748480691	0.000777598678241094	0.00077586874848069	5.2137248765897e-07	0.000775868748480691	0.000258600741067459	0.000259122113555118	0	0	0.000260397170483396	0.000258667240722993	0.000258600741067459	0.000258600766690239
"Proteocephalus_sp.1"	0.000121095083228248	0.0336180963387697	0.0336180996697311	0.0336267412939891	2.60686243829485e-05	0	0.000259122139177898	0.000518997911550855	0.000775868748480691	0.000518997937173635	0.000258667240722993	0.000518931437518101	5.2137248765897e-07	0.000517268007413232	0.000518931437518101	0.000777598678241094	5.2137248765897e-07	0.00077586874848069	1.00077586874848	0.000777598678241094	0.00077586874848069	5.21372487658969e-07	0.00077586874848069	0.000258600741067459	0.000259122113555118	0	0	0.000260397170483397	0.000258667240722993	0.000258600741067459	0.000258600766690239
"Proteocephalus_sp.2"	0.0251746363672667	0.025267793671546	0.0252677984822203	0.0252802789747405	1.95935143276079e-05	0	0.000194759550919016	0.000748468990437882	0.000583199008680821	0.000748469027443068	0.00019446368442108	0.000748372986649265	3.91870286552158e-07	0.000388831365053544	0.000748372986649265	0.000942836671070346	3.91870286552158e-07	0.000583199008680821	0.000583199008680821	1.00094283667107	0.000583199008680821	3.91870286552158e-07	0.000583199008680821	0.000194367643627277	0.000194759513913829	0	0	0.000554101346810604	0.00019446368442108	0.000194367643627277	0.000194367680632463
"Raphidascaris_sp."	0.000121095083228248	0.0336180963387697	0.0336180996697311	0.0336267412939891	2.60686243829485e-05	0	0.000259122139177898	0.000518997911550855	0.000775868748480691	0.000518997937173635	0.000258667240722993	0.000518931437518102	5.2137248765897e-07	0.000517268007413232	0.000518931437518102	0.000777598678241094	5.2137248765897e-07	0.00077586874848069	0.00077586874848069	0.000777598678241095	1.00077586874848	5.2137248765897e-07	0.000775868748480691	0.000258600741067459	0.000259122113555118	0	0	0.000260397170483396	0.000258667240722993	0.000258600741067459	0.000258600766690239
"Raphidascaris_canadensis"	2.35457826220534e-07	0.000101471246034194	0.000101432314797354	4.3170935544965e-07	0.100806530282088	0	0.00201691085421712	7.87232570844367e-07	1.56411746297691e-06	7.86933099791752e-07	3.32084119576654e-09	1.56416030501286e-06	0.00201613060564176	7.8356941656003e-07	1.56416030501286e-06	1.56748114620863e-06	0.00201613060564176	1.56411746297691e-06	1.56411746297691e-06	1.56748114620863e-06	1.56411746297691e-06	1.00201613060564	1.56411746297691e-06	7.80548046416879e-07	0.00201691115368817	0	0	6.68452442748845e-09	3.32084119576654e-09	7.80548046416878e-07	7.80248575364264e-07
"Capillaria_salvelini"	0.000121095083228248	0.0336180963387696	0.0336180996697311	0.0336267412939891	2.60686243829485e-05	0	0.000259122139177898	0.000518997911550855	0.000775868748480691	0.000518997937173635	0.000258667240722993	0.000518931437518101	5.2137248765897e-07	0.000517268007413231	0.000518931437518101	0.000777598678241094	5.21372487658969e-07	0.00077586874848069	0.00077586874848069	0.000777598678241095	0.00077586874848069	5.21372487658969e-07	1.00077586874848	0.000258600741067459	0.000259122113555118	0	0	0.000260397170483396	0.000258667240722993	0.000258600741067459	0.000258600766690239
"Metabronema_salvelini"	0.000116784591471208	0.100438955373525	0.000220520692395918	0.000194812950388248	3.90274023208439e-05	0	2.47686106484702e-06	0.000775774261490678	0.000775802223202377	4.86322548199436e-06	1.49856115683268e-06	0.000775972013352276	7.80548046416879e-07	3.19487417526282e-06	0.000775972013352276	0.000777470574509108	7.80548046416878e-07	0.000775802223202377	0.000775802223202376	0.000777470574509108	0.000775802223202376	7.80548046416878e-07	0.000775802223202376	1.00077260734903	0.00077338789707353	0	0	3.16691246356422e-06	1.49856115683268e-06	0.000772607349027114	1.69631301843014e-06
"Metechinorhynchus_lateralis"	5.85100246487141e-05	0.0502702133097795	0.000160976503596636	9.76223298718491e-05	0.0504227788422043	0	0.00100969385764098	0.000388280747030761	0.000388683170332677	2.82507929089306e-06	7.50940999014224e-07	0.000388768086828644	0.00100845557684409	1.98922179591143e-06	0.000388768086828644	0.000389519027827659	0.00100845557684409	0.000388683170332677	0.000388683170332677	0.000389519027827659	0.000388683170332677	0.00100845557684409	0.000388683170332677	0.000386693948536765	1.00139514952538	0	0	1.58679849399585e-06	7.50940999014224e-07	0.000386693948536765	1.2382807968972e-06
"Neoechinorhynchus_crassus"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0.00505050505050505	0	0	0	0
"Ergasilus_caeruleus"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	1.0050505050505	0	0	0	0
"Salmincola_extumescens"	0.050232485652728	0.000205849310131674	0.000225168824952781	0.0503464301091779	1.67113110687211e-07	0	1.73541014646591e-06	0.00110647062573696	0.000390595755725095	0.00110661923738943	0.00038728023160906	0.000720922462012149	3.34226221374423e-09	0.000389012299493313	0.000720922462012149	0.00110820269362121	3.34226221374423e-09	0.000390595755725095	0.000390595755725095	0.00110820269362121	0.000390595755725095	3.34226221374423e-09	0.000390595755725095	1.58345623178211e-06	1.58679849399585e-06	0	0	1.0011048871695	0.00038728023160906	1.58345623178211e-06	1.73206788425216e-06
"Salmincola_coregonorum"	0.000129711086073973	0.000194812950388248	0.000233442730217804	0.100451968201361	1.66042059788327e-07	0	1.79903415056349e-06	0.000776059024374954	0.000776001722168979	0.000776356176527488	0.000772707447702778	5.14728998154288e-06	3.32084119576653e-09	0.000774503161012146	5.14728998154288e-06	0.000777854737684321	3.32084119576653e-09	0.000776001722168979	0.000776001722168979	0.000777854737684321	0.000776001722168979	3.32084119576653e-09	0.000776001722168978	1.49856115683268e-06	1.50188199802845e-06	0	0	0.000774560463218121	1.0007727074477	1.49856115683268e-06	1.79571330936772e-06
"Salmincola_edwardsii"	0.000116784591471208	0.100438955373525	0.000220520692395918	0.000194812950388248	3.90274023208439e-05	0	2.47686106484702e-06	0.000775774261490678	0.000775802223202376	4.86322548199436e-06	1.49856115683268e-06	0.000775972013352275	7.80548046416878e-07	3.19487417526282e-06	0.000775972013352275	0.000777470574509108	7.80548046416878e-07	0.000775802223202376	0.000775802223202376	0.000777470574509108	0.000775802223202376	7.80548046416878e-07	0.000775802223202376	0.000772607349027114	0.00077338789707353	0	0	3.16691246356422e-06	1.49856115683268e-06	1.00077260734903	1.69631301843014e-06
"Salmincola_siscowet"	0.000116789572139562	0.000220520692395918	0.100400335586579	0.000233442730217804	3.90124287682132e-05	0	0.000773090522318284	5.16044878693446e-06	0.000775802300070717	0.000775774409511423	1.79571330936772e-06	0.000775675009220486	7.80248575364264e-07	0.000774105987052287	0.000775675009220486	0.000777470722529854	7.80248575364264e-07	0.000775802300070717	0.000775802300070717	0.000777470722529854	0.000775802300070717	7.80248575364264e-07	0.000775802300070717	1.69631301843014e-06	2.4765615937944e-06	0	0	3.46413576850432e-06	1.79571330936772e-06	1.69631301843014e-06	1.00077231027374
