"Cinnamomum_verum"	"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Chrysobalanus_icaco"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Nepenthes_pervillei"	"Mimusops_sechellarum"	"Timonius_sechellensis"	"Apis_mellifera"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_118"	"Unidentified_sp2_M_PL_118"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_118"	"Hemipyrellia_sp1_M_PL_118"	"Leptotes_pirithous"	"Ornidia_obesa"	"Lampides_boeticus"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_118"
"Neophyllomyza_approximatonervis"	5.10432056107438e-05	0.100806659668056	5.06097205458482e-05	5.09493830998472e-05	0	5.12997041314008e-08	5.07877330841694e-05	0	0	0.00253048602729241	1.0025201664917	0.00252016649170141	0	1.02599408262802e-06	1.69831276999491e-06	0.00252016649170141	3.56025076642334e-06	1.69831276999491e-06	1.02086411221487e-06	0	1.02086411221487e-06	0
"Lygistorrhina_sp1_M_PL_118"	5.10432056107438e-05	0.100806659668056	5.06097205458482e-05	5.09493830998472e-05	0	5.12997041314008e-08	5.07877330841694e-05	0	0	0.00253048602729241	0.00252016649170141	1.0025201664917	0	1.02599408262802e-06	1.69831276999491e-06	0.00252016649170141	3.56025076642334e-06	1.69831276999491e-06	1.02086411221488e-06	0	1.02086411221488e-06	0
"Unidentified_sp2_M_PL_118"	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.0505755072539687	2.05198816525603e-05	2.03659825401661e-05	2.05026669867444e-05	0	0.0503020859369387	7.11192880141702e-05	0	0	0.0010182991270083	5.12997041314008e-07	5.12997041314007e-07	0	1.00604171873877	6.8342223289148e-07	5.12997041314008e-07	0.00101506610948008	6.8342223289148e-07	0.00101151014507937	0	0.00101151014507937	0
"Nectarinia_dussumieri"	6.80005121727023e-05	6.79325107997963e-05	6.74230169687978e-05	0.100739016460036	0	6.8342223289148e-08	6.76601679007223e-05	0	0	0.00337115084843989	1.69831276999491e-06	1.69831276999491e-06	0	1.36684446578296e-06	1.00335796721533	1.69831276999491e-06	4.74301863849016e-06	0.00335796721533452	1.36001024345405e-06	0	1.36001024345405e-06	0
"Unidentified_sp1_M_PL_118"	5.10432056107438e-05	0.100806659668056	5.06097205458482e-05	5.09493830998472e-05	0	5.12997041314008e-08	5.07877330841694e-05	0	0	0.00253048602729241	0.00252016649170141	0.00252016649170141	0	1.02599408262802e-06	1.69831276999491e-06	1.0025201664917	3.56025076642334e-06	1.69831276999491e-06	1.02086411221488e-06	0	1.02086411221488e-06	0
"Hemipyrellia_sp1_M_PL_118"	0.0504995389466341	7.12050153284668e-05	7.06709777135034e-05	7.11452795773524e-05	0	5.07533054740041e-05	0.0502467874853736	0	0	0.00353354888567517	1.78012538321167e-06	1.78012538321167e-06	0	0.00101506610948008	2.37150931924508e-06	1.78012538321167e-06	1.0035223301532	2.37150931924508e-06	0.00100999077893268	0	0.00100999077893268	0
"Leptotes_pirithous"	6.80005121727022e-05	6.79325107997963e-05	6.74230169687978e-05	0.100739016460036	0	6.8342223289148e-08	6.76601679007223e-05	0	0	0.00337115084843989	1.69831276999491e-06	1.69831276999491e-06	0	1.36684446578296e-06	0.00335796721533452	1.69831276999491e-06	4.74301863849016e-06	1.00335796721533	1.36001024345405e-06	0	1.36001024345405e-06	0
"Ornidia_obesa"	0.100645259435398	4.0834564488595e-05	4.05283052549305e-05	4.08003073036213e-05	0	0.000101151014507937	0.000141527383148199	0	0	0.00202641526274653	1.02086411221487e-06	1.02086411221487e-06	0	0.00202302029015875	1.36001024345405e-06	1.02086411221487e-06	0.00201998155786537	1.36001024345404e-06	1.00201290518871	0	0.00201290518870796	0
"Lampides_boeticus"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0
"Megachile_seychellensis"	0.100645259435398	4.0834564488595e-05	4.05283052549305e-05	4.08003073036214e-05	0	0.000101151014507937	0.000141527383148199	0	0	0.00202641526274653	1.02086411221488e-06	1.02086411221487e-06	0	0.00202302029015875	1.36001024345405e-06	1.02086411221487e-06	0.00201998155786536	1.36001024345405e-06	0.00201290518870795	0	1.00201290518871	0
"Phelsuma_sp1_M_PL_118"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101
