"Apollonia_melanostoma"	"Proterorhinus_marmoratus"	"Perca_flavescens"	"Amia_calva"	"Percina_caprodes"	"Acipenser_fulvescens"	"Coregonus_artedi"	"Coregonus_clupeaformis"	"Micropterus_dolomieu"	"Micropterus_sp."	"Notropis_hudsonius"	"Salvelinus_namaycush"	"Sander_vitreus"	"Cystidicola_stigmatura"	"Sphaeromyxa_sevastopoli"	"Proteocephalus_ambloplitis"	"Dichelyne_cotylophora"	"Raphidascaris_acus"	"Eustrongylides_tubifex"	"Spiroxys_sp."	"Leptorhynchoides_thecatus"	"Myxobolus_burti"	"Neochasmus_umbellus"	"Diplostomum_spathaceum"	"Diplostomum_sp."	"Ichthyocotylurus_pileatus"	"Digenea_gen._sp."	"Proteocephalus_sp."	"Scolex_pleuronectis"	"Hysterothylacium_brachyurum"	"Truttaedacnitis_clitellarius"	"Philometra_cylindraceum"	"Haplonema_immutatum"	"Rhabdochona_decaturensis"	"Contracaecum_sp."	"Spinitectus_sp."	"Spiroxys_contortus"	"Philometra_sp."	"Dioctophymidae"	"Neoechinorhynchus_tumidus"	"Neoechinorhynchus_sp."	"Southwellina_hispida"	"Myzobdella_lugubris"	"Piscicolaria_reducta"
"Notropis_hudsonius"	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salvelinus_namaycush"	0	0	0	0	0	0	0.00336700336700337	0.00336700336700337	0	0	0	1.003367003367	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sander_vitreus"	6.38211971043689e-06	8.57619669935529e-09	0.00506313305704136	0	0	0	0	0	0	0	0	0	1.00503148634806	0	4.26427558106832e-08	0	0.100629726961232	4.26427558106832e-08	0.00012662087389077	4.26427558106832e-08	4.26427558106832e-08	0	4.25474647362459e-08	4.25474647362459e-08	4.25474647362459e-08	4.25474647362459e-08	4.25474647362459e-08	9.5291074437281e-11	4.25474647362459e-08	0	0	0.000126578326426034	0	4.25474647362459e-08	9.5291074437281e-11	4.25474647362459e-08	9.5291074437281e-11	4.25474647362459e-08	0.000126578326426034	4.25474647362459e-08	9.52910744372809e-11	9.52910744372809e-11	0	0
"Cystidicola_stigmatura"	0	0	0	0	0	0	0.0336700336700337	0.0336700336700337	0	0	0	0.0336700336700337	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sphaeromyxa_sevastopoli"	0.0505332647390025	0.050459843132908	1.69718168126519e-05	0	0	0	0	0	0	0	0	0	2.13213779053416e-08	0	1.00089755335529	0	4.26427558106832e-07	0.000897553355292327	0.000337312727013666	0.000897553355292327	0.000897553355292327	0	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.000560664923698978	0.00033688843159335	0	0	4.24295420316298e-07	0	0.00033688843159335	0.000560664923698978	0.00033688843159335	0.000560664923698978	0.00033688843159335	4.24295420316298e-07	0.00033688843159335	0.000560664923698977	0.000560664923698977	0	0
"Proteocephalus_ambloplitis"	0	0	0	0.050631629578998	0	0	0	0	0.050378471431103	0	0	0	0	0	0	1.00756942862206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025315814789499	0	0	0	0	0	0	0	0	0	0	0
"Dichelyne_cotylophora"	6.38211971043689e-05	8.57619669935529e-08	0.0506313305704136	0	0	0	0	0	0	0	0	0	0.0503148634806161	0	4.26427558106832e-07	0	1.00629726961232	4.26427558106832e-07	0.0012662087389077	4.26427558106832e-07	4.26427558106832e-07	0	4.25474647362459e-07	4.25474647362459e-07	4.25474647362459e-07	4.25474647362459e-07	4.25474647362459e-07	9.5291074437281e-10	4.25474647362459e-07	0	0	0.00126578326426034	0	4.25474647362459e-07	9.5291074437281e-10	4.25474647362459e-07	9.5291074437281e-10	4.25474647362459e-07	0.00126578326426034	4.25474647362459e-07	9.52910744372809e-10	9.52910744372809e-10	0	0
"Raphidascaris_acus"	0.0505332647390025	0.0504598431329079	1.69718168126519e-05	0	0	0	0	0	0	0	0	0	2.13213779053416e-08	0	0.000897553355292327	0	4.26427558106832e-07	1.00089755335529	0.000337312727013667	0.000897553355292327	0.000897553355292327	0	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.000560664923698977	0.00033688843159335	0	0	4.24295420316298e-07	0	0.00033688843159335	0.000560664923698977	0.00033688843159335	0.000560664923698977	0.00033688843159335	4.24295420316298e-07	0.00033688843159335	0.000560664923698977	0.000560664923698977	0	0
"Eustrongylides_tubifex"	0.0504838433334979	6.78394311312402e-05	0.0503951078085265	0	0	0	0	0	0	0	0	0	6.33104369453851e-05	0	0.000337312727013666	0	0.0012662087389077	0.000337312727013666	1.00159643665077	0.000337312727013666	0.000337312727013666	0	0.000336558955556652	0.000336558955556652	0.000336558955556652	0.000336558955556652	0.000336558955556652	7.5377145701378e-07	0.000336558955556652	0	0	0.00125987769521316	0	0.000336558955556653	7.5377145701378e-07	0.000336558955556653	7.5377145701378e-07	0.000336558955556652	0.00125987769521316	0.000336558955556652	7.53771457013779e-07	7.53771457013779e-07	0	0
"Spiroxys_sp."	0.0505332647390025	0.050459843132908	1.69718168126519e-05	0	0	0	0	0	0	0	0	0	2.13213779053416e-08	0	0.000897553355292328	0	4.26427558106832e-07	0.000897553355292328	0.000337312727013666	1.00089755335529	0.000897553355292327	0	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.000560664923698977	0.00033688843159335	0	0	4.24295420316298e-07	0	0.00033688843159335	0.000560664923698977	0.00033688843159335	0.000560664923698977	0.00033688843159335	4.24295420316298e-07	0.00033688843159335	0.000560664923698977	0.000560664923698977	0	0
"Leptorhynchoides_thecatus"	0.0505332647390025	0.0504598431329079	1.69718168126519e-05	0	0	0	0	0	0	0	0	0	2.13213779053416e-08	0	0.000897553355292328	0	4.26427558106832e-07	0.000897553355292328	0.000337312727013666	0.000897553355292328	1.00089755335529	0	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.00033688843159335	0.000560664923698977	0.00033688843159335	0	0	4.24295420316298e-07	0	0.00033688843159335	0.000560664923698977	0.00033688843159335	0.000560664923698977	0.00033688843159335	4.24295420316298e-07	0.00033688843159335	0.000560664923698977	0.000560664923698977	0	0
"Myxobolus_burti"	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neochasmus_umbellus"	0.100840682484758	0.000135508195948163	3.38677819300517e-05	0	0	0	0	0	0	0	0	0	4.2547464736246e-08	0	0.0006737768631867	0	8.50949294724918e-07	0.0006737768631867	0.000673117911113305	0.0006737768631867	0.0006737768631867	0	1.00067227121656	0.000672271216565054	0.000672271216565053	0.000672271216565053	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	0	0	8.46694548251294e-07	0	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	8.46694548251294e-07	0.000672271216565054	1.50564662164626e-06	1.50564662164626e-06	0	0
"Diplostomum_spathaceum"	0.100840682484758	0.000135508195948163	3.38677819300518e-05	0	0	0	0	0	0	0	0	0	4.25474647362459e-08	0	0.0006737768631867	0	8.50949294724918e-07	0.0006737768631867	0.000673117911113305	0.0006737768631867	0.0006737768631867	0	0.000672271216565054	1.00067227121656	0.000672271216565053	0.000672271216565053	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	0	0	8.46694548251294e-07	0	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	8.46694548251294e-07	0.000672271216565054	1.50564662164626e-06	1.50564662164626e-06	0	0
"Diplostomum_sp."	0.100840682484758	0.000135508195948163	3.38677819300517e-05	0	0	0	0	0	0	0	0	0	4.25474647362459e-08	0	0.0006737768631867	0	8.50949294724918e-07	0.0006737768631867	0.000673117911113305	0.0006737768631867	0.0006737768631867	0	0.000672271216565053	0.000672271216565053	1.00067227121656	0.000672271216565053	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	0	0	8.46694548251294e-07	0	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	1.50564662164626e-06	0.000672271216565053	8.46694548251294e-07	0.000672271216565053	1.50564662164626e-06	1.50564662164626e-06	0	0
"Ichthyocotylurus_pileatus"	0.100840682484758	0.000135508195948163	3.38677819300518e-05	0	0	0	0	0	0	0	0	0	4.25474647362459e-08	0	0.0006737768631867	0	8.50949294724919e-07	0.0006737768631867	0.000673117911113305	0.0006737768631867	0.0006737768631867	0	0.000672271216565054	0.000672271216565054	0.000672271216565054	1.00067227121656	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	0	0	8.46694548251294e-07	0	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	8.46694548251294e-07	0.000672271216565054	1.50564662164626e-06	1.50564662164626e-06	0	0
"Digenea_gen._sp."	0.100840682484758	0.000135508195948163	3.38677819300518e-05	0	0	0	0	0	0	0	0	0	4.25474647362459e-08	0	0.0006737768631867	0	8.50949294724919e-07	0.0006737768631867	0.000673117911113305	0.000673776863186701	0.0006737768631867	0	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	1.00067227121656	1.50564662164626e-06	0.000672271216565054	0	0	8.46694548251294e-07	0	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	8.46694548251294e-07	0.000672271216565054	1.50564662164626e-06	1.50564662164626e-06	0	0
"Proteocephalus_sp."	0.000225846993246939	0.100784178069868	7.58516952520756e-08	0	0	0	0	0	0	0	0	0	9.52910744372809e-11	0	0.00112132984739795	0	1.90582148874562e-09	0.00112132984739795	1.50754291402756e-06	0.00112132984739795	0.00112132984739795	0	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.00111982420078	1.50564662164626e-06	0	0	1.89629238130189e-09	0	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	1.89629238130189e-09	1.50564662164626e-06	0.00111982420077631	0.00111982420077631	0	0
"Scolex_pleuronectis"	0.100840682484758	0.000135508195948163	3.38677819300518e-05	0	0	0	0	0	0	0	0	0	4.25474647362459e-08	0	0.0006737768631867	0	8.50949294724919e-07	0.0006737768631867	0.000673117911113305	0.0006737768631867	0.0006737768631867	0	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	1.50564662164626e-06	1.00067227121657	0	0	8.46694548251294e-07	0	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	8.46694548251294e-07	0.000672271216565054	1.50564662164626e-06	1.50564662164626e-06	0	0
"Hysterothylacium_brachyurum"	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Truttaedacnitis_clitellarius"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0
"Philometra_cylindraceum"	0.000127004182237694	1.7066631431717e-07	0.100756347835123	0	0	0	0	0	0	0	0	0	0.000126578326426034	0	8.48590840632596e-07	0	0.00253156652852068	8.48590840632596e-07	0.00251975539042633	8.48590840632596e-07	8.48590840632596e-07	0	8.46694548251294e-07	8.46694548251294e-07	8.46694548251294e-07	8.46694548251294e-07	8.46694548251294e-07	1.89629238130189e-09	8.46694548251294e-07	0	0	1.00251890869588	0	8.46694548251294e-07	1.89629238130189e-09	8.46694548251294e-07	1.89629238130189e-09	8.46694548251294e-07	0.00251890869587807	8.46694548251294e-07	1.89629238130189e-09	1.89629238130189e-09	0	0
"Haplonema_immutatum"	0	0	0	0.100756942862206	0	0	0	0	0.00025315814789499	0	0	0	0	0	0	0.0050631629578998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00503784714311	0	0	0	0	0	0	0	0	0	0	0
"Rhabdochona_decaturensis"	0.100840682484758	0.000135508195948163	3.38677819300518e-05	0	0	0	0	0	0	0	0	0	4.25474647362459e-08	0	0.0006737768631867	0	8.50949294724919e-07	0.0006737768631867	0.000673117911113305	0.0006737768631867	0.0006737768631867	0	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	0	0	8.46694548251294e-07	0	1.00067227121657	1.50564662164626e-06	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	8.46694548251294e-07	0.000672271216565054	1.50564662164626e-06	1.50564662164626e-06	0	0
"Contracaecum_sp."	0.000225846993246939	0.100784178069868	7.58516952520756e-08	0	0	0	0	0	0	0	0	0	9.52910744372809e-11	0	0.00112132984739795	0	1.90582148874562e-09	0.00112132984739795	1.50754291402756e-06	0.00112132984739795	0.00112132984739795	0	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	0	0	1.89629238130189e-09	0	1.50564662164626e-06	1.00111982420078	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	1.89629238130189e-09	1.50564662164626e-06	0.00111982420077631	0.00111982420077631	0	0
"Spinitectus_sp."	0.100840682484758	0.000135508195948163	3.38677819300518e-05	0	0	0	0	0	0	0	0	0	4.25474647362459e-08	0	0.0006737768631867	0	8.50949294724918e-07	0.0006737768631867	0.000673117911113305	0.0006737768631867	0.0006737768631867	0	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	0	0	8.46694548251294e-07	0	0.000672271216565054	1.50564662164626e-06	1.00067227121657	1.50564662164626e-06	0.000672271216565054	8.46694548251294e-07	0.000672271216565054	1.50564662164626e-06	1.50564662164626e-06	0	0
"Spiroxys_contortus"	0.000225846993246939	0.100784178069868	7.58516952520756e-08	0	0	0	0	0	0	0	0	0	9.52910744372809e-11	0	0.00112132984739795	0	1.90582148874562e-09	0.00112132984739795	1.50754291402756e-06	0.00112132984739795	0.00112132984739795	0	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	0	0	1.89629238130189e-09	0	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	1.00111982420078	1.50564662164626e-06	1.89629238130189e-09	1.50564662164626e-06	0.00111982420077631	0.00111982420077631	0	0
"Philometra_sp."	0.100840682484758	0.000135508195948163	3.38677819300518e-05	0	0	0	0	0	0	0	0	0	4.25474647362459e-08	0	0.0006737768631867	0	8.50949294724919e-07	0.0006737768631867	0.000673117911113305	0.0006737768631867	0.0006737768631867	0	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	0	0	8.46694548251294e-07	0	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	1.50564662164626e-06	1.00067227121657	8.46694548251294e-07	0.000672271216565054	1.50564662164626e-06	1.50564662164626e-06	0	0
"Dioctophymidae"	0.000127004182237694	1.7066631431717e-07	0.100756347835123	0	0	0	0	0	0	0	0	0	0.000126578326426034	0	8.48590840632596e-07	0	0.00253156652852068	8.48590840632596e-07	0.00251975539042633	8.48590840632596e-07	8.48590840632596e-07	0	8.46694548251294e-07	8.46694548251294e-07	8.46694548251294e-07	8.46694548251294e-07	8.46694548251294e-07	1.89629238130189e-09	8.46694548251294e-07	0	0	0.00251890869587807	0	8.46694548251294e-07	1.89629238130189e-09	8.46694548251294e-07	1.89629238130189e-09	8.46694548251294e-07	1.00251890869588	8.46694548251294e-07	1.89629238130189e-09	1.89629238130189e-09	0	0
"Neoechinorhynchus_tumidus"	0.100840682484758	0.000135508195948163	3.38677819300518e-05	0	0	0	0	0	0	0	0	0	4.25474647362459e-08	0	0.0006737768631867	0	8.50949294724919e-07	0.0006737768631867	0.000673117911113305	0.0006737768631867	0.0006737768631867	0	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	0	0	8.46694548251294e-07	0	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	1.50564662164626e-06	0.000672271216565054	8.46694548251294e-07	1.00067227121657	1.50564662164626e-06	1.50564662164626e-06	0	0
"Neoechinorhynchus_sp."	0.000225846993246939	0.100784178069868	7.58516952520756e-08	0	0	0	0	0	0	0	0	0	9.52910744372809e-11	0	0.00112132984739795	0	1.90582148874562e-09	0.00112132984739795	1.50754291402756e-06	0.00112132984739795	0.00112132984739795	0	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	0	0	1.89629238130189e-09	0	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	1.89629238130189e-09	1.50564662164626e-06	1.00111982420078	0.00111982420077631	0	0
"Southwellina_hispida"	0.000225846993246939	0.100784178069868	7.58516952520756e-08	0	0	0	0	0	0	0	0	0	9.52910744372809e-11	0	0.00112132984739795	0	1.90582148874562e-09	0.00112132984739795	1.50754291402756e-06	0.00112132984739795	0.00112132984739795	0	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	0	0	1.89629238130189e-09	0	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	0.00111982420077631	1.50564662164626e-06	1.89629238130189e-09	1.50564662164626e-06	0.00111982420077631	1.00111982420078	0	0
"Myzobdella_lugubris"	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0.00505050505050505
"Piscicolaria_reducta"	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505050505050505	1.0050505050505
