"Pimephlales_promelas"	"Perca_flavescens"	"Morone_chrysops"	"Pomoxis_nigromaculatus"	"Esox_lucius"	"Sander_vitreum"	"Bothriocephalus_sp."	"Proteocephalus_sp."	"Contracaecum_sp."	"Neascus_of_Posthodiplostomum_sp."	"Raphidascaris_sp."	"Myxobolus_sp"	"Unicauda_sp."	"Dactylogyrus_sp."	"Gyrodactylus_hoffmani"	"Gyrodactylus_sp."	"Onchocleidus_chrysops"	"Diplostomum_spathaceum"	"Diplostomulum_sp."	"Neascus_sp."	"Bothriocephalus_cuspidatus"	"Gryporhynchidae"	"Ligula_intestinalis"	"Raphidascaris_acus"	"Rhabdochona_sp."	"Spiroxys_sp."	"Myzobdella_lugubris"
"Raphidascaris_sp."	0.0504514905118449	0.0504402389685324	3.72249476822289e-05	4.40701627565939e-05	3.70021406144204e-05	7.42786704316903e-08	0.0011450675414159	0.000423023693583073	2.21721831238596e-06	0.000421898093023927	1.00114100393001	0.000420429087598708	0.000420429087598707	0.000420429087598708	0.000420429087598707	0.000720574842407606	7.44498953644578e-07	0.000420429087598707	0.000420429087598707	0.000420429087598708	3.71393352158452e-09	0.000720574842407606	0.000420429087598708	0.000720574842407606	0.000720574842407606	7.44498953644577e-07	0.000720574842407606
"Myxobolus_sp"	0.100801175046553	5.93868199964863e-05	4.53025457632131e-05	5.91147795666491e-05	4.50252899140646e-05	9.6528307633755e-08	0.000845985983260604	0.000843167107465576	2.88136998286759e-06	0.000841980284706829	0.000840858175197415	1.00084000979206	0.000840009792054607	0.000840009792054608	0.000840009792054608	8.48383142806947e-07	9.06050915264262e-07	0.000840009792054608	0.000840009792054608	0.000840009792054608	4.82641538168775e-09	8.48383142806947e-07	0.000840009792054608	8.48383142806947e-07	8.48383142806947e-07	9.06050915264261e-07	8.48383142806947e-07
"Unicauda_sp."	0.100801175046553	5.93868199964863e-05	4.5302545763213e-05	5.91147795666492e-05	4.50252899140646e-05	9.65283076337551e-08	0.000845985983260604	0.000843167107465576	2.88136998286759e-06	0.000841980284706829	0.000840858175197415	0.000840009792054608	1.00084000979205	0.000840009792054608	0.000840009792054608	8.48383142806948e-07	9.06050915264262e-07	0.000840009792054608	0.000840009792054608	0.000840009792054608	4.82641538168775e-09	8.48383142806947e-07	0.000840009792054608	8.48383142806947e-07	8.48383142806947e-07	9.06050915264261e-07	8.48383142806947e-07
"Dactylogyrus_sp."	0.100801175046553	5.93868199964863e-05	4.5302545763213e-05	5.91147795666492e-05	4.50252899140646e-05	9.6528307633755e-08	0.000845985983260604	0.000843167107465576	2.88136998286759e-06	0.00084198028470683	0.000840858175197415	0.000840009792054609	0.000840009792054608	1.00084000979205	0.000840009792054608	8.48383142806948e-07	9.06050915264262e-07	0.000840009792054608	0.000840009792054608	0.000840009792054609	4.82641538168775e-09	8.48383142806947e-07	0.000840009792054609	8.48383142806947e-07	8.48383142806947e-07	9.06050915264261e-07	8.48383142806947e-07
"Gyrodactylus_hoffmani"	0.100801175046553	5.93868199964863e-05	4.5302545763213e-05	5.91147795666492e-05	4.50252899140646e-05	9.6528307633755e-08	0.000845985983260604	0.000843167107465576	2.88136998286759e-06	0.000841980284706829	0.000840858175197415	0.000840009792054608	0.000840009792054608	0.000840009792054608	1.00084000979205	8.48383142806948e-07	9.06050915264262e-07	0.000840009792054608	0.000840009792054608	0.000840009792054608	4.82641538168775e-09	8.48383142806947e-07	0.000840009792054608	8.48383142806947e-07	8.48383142806947e-07	9.06050915264261e-07	8.48383142806947e-07
"Gyrodactylus_sp."	0.000101805977136834	0.100821091117068	2.91473496012447e-05	2.90255459465386e-05	2.89789913147762e-05	5.20290332296258e-08	0.00144414909957119	2.88027970057065e-06	1.55306664190433e-06	1.8159013410249e-06	0.00144114968481521	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	1.00144030130167	5.82946992024894e-07	8.48383142806947e-07	8.48383142806947e-07	8.48383142806948e-07	2.60145166148129e-09	0.00144030130167241	8.48383142806947e-07	0.00144030130167241	0.00144030130167241	5.82946992024894e-07	0.00144030130167241
"Onchocleidus_chrysops"	0.000108726109831711	4.08062894417426e-05	0.100577294958189	0.000107949762836271	0.000107701600386978	6.76222894158271e-05	0.00202201830251829	0.00201783703009838	0.00201852533906244	4.50437634313995e-06	1.48899790728915e-06	9.06050915264261e-07	9.06050915264261e-07	9.06050915264261e-07	9.06050915264261e-07	5.82946992024894e-07	1.00201154589916	9.06050915264261e-07	9.06050915264261e-07	9.06050915264262e-07	3.38111447079135e-06	5.82946992024894e-07	9.06050915264262e-07	5.82946992024894e-07	5.82946992024894e-07	0.00201154589916377	5.82946992024894e-07
"Diplostomum_spathaceum"	0.100801175046553	5.93868199964863e-05	4.53025457632131e-05	5.91147795666491e-05	4.50252899140646e-05	9.6528307633755e-08	0.000845985983260604	0.000843167107465576	2.88136998286759e-06	0.000841980284706829	0.000840858175197415	0.000840009792054608	0.000840009792054608	0.000840009792054608	0.000840009792054608	8.48383142806947e-07	9.06050915264261e-07	1.00084000979205	0.000840009792054608	0.000840009792054608	4.82641538168775e-09	8.48383142806947e-07	0.000840009792054608	8.48383142806947e-07	8.48383142806947e-07	9.06050915264261e-07	8.48383142806947e-07
"Diplostomulum_sp."	0.100801175046553	5.93868199964863e-05	4.5302545763213e-05	5.91147795666491e-05	4.50252899140646e-05	9.6528307633755e-08	0.000845985983260604	0.000843167107465576	2.88136998286759e-06	0.00084198028470683	0.000840858175197415	0.000840009792054608	0.000840009792054608	0.000840009792054608	0.000840009792054608	8.48383142806947e-07	9.06050915264261e-07	0.000840009792054608	1.00084000979205	0.000840009792054609	4.82641538168775e-09	8.48383142806947e-07	0.000840009792054608	8.48383142806947e-07	8.48383142806947e-07	9.06050915264261e-07	8.48383142806947e-07
"Neascus_sp."	0.100801175046553	5.93868199964863e-05	4.5302545763213e-05	5.91147795666492e-05	4.50252899140646e-05	9.65283076337551e-08	0.000845985983260604	0.000843167107465576	2.88136998286759e-06	0.00084198028470683	0.000840858175197415	0.000840009792054608	0.000840009792054608	0.000840009792054608	0.000840009792054608	8.48383142806947e-07	9.06050915264261e-07	0.000840009792054608	0.000840009792054608	1.00084000979206	4.82641538168775e-09	8.48383142806947e-07	0.000840009792054608	8.48383142806947e-07	8.48383142806947e-07	9.06050915264261e-07	8.48383142806947e-07
"Bothriocephalus_cuspidatus"	5.7916984580253e-07	1.8210161630369e-07	0.000169055723539567	0.000168547299796578	2.93783833048306e-07	0.10067144293147	9.02147485603956e-06	3.40063007782546e-06	0.00504257150437083	5.6230697419343e-06	7.42786704316904e-09	4.82641538168775e-09	4.82641538168775e-09	4.82641538168775e-09	4.82641538168775e-09	2.60145166148129e-09	3.38111447079135e-06	4.82641538168775e-09	4.82641538168775e-09	4.82641538168775e-09	1.00503357214657	2.60145166148129e-09	4.82641538168775e-09	2.60145166148129e-09	2.60145166148129e-09	3.38111447079135e-06	2.60145166148129e-09
"Gryporhynchidae"	0.000101805977136834	0.100821091117068	2.91473496012447e-05	2.90255459465386e-05	2.89789913147762e-05	5.20290332296258e-08	0.00144414909957119	2.88027970057065e-06	1.55306664190433e-06	1.8159013410249e-06	0.00144114968481521	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	8.48383142806948e-07	0.00144030130167241	5.82946992024894e-07	8.48383142806948e-07	8.48383142806948e-07	8.48383142806948e-07	2.60145166148129e-09	1.00144030130167	8.48383142806948e-07	0.00144030130167241	0.00144030130167241	5.82946992024894e-07	0.00144030130167241
"Ligula_intestinalis"	0.100801175046553	5.93868199964863e-05	4.5302545763213e-05	5.91147795666492e-05	4.50252899140646e-05	9.6528307633755e-08	0.000845985983260604	0.000843167107465576	2.88136998286759e-06	0.00084198028470683	0.000840858175197415	0.000840009792054608	0.000840009792054608	0.000840009792054608	0.000840009792054608	8.48383142806947e-07	9.06050915264261e-07	0.000840009792054608	0.000840009792054608	0.000840009792054608	4.82641538168775e-09	8.48383142806947e-07	1.00084000979205	8.48383142806947e-07	8.48383142806947e-07	9.06050915264261e-07	8.48383142806947e-07
"Raphidascaris_acus"	0.000101805977136834	0.100821091117068	2.91473496012447e-05	2.90255459465386e-05	2.89789913147762e-05	5.20290332296258e-08	0.00144414909957119	2.88027970057065e-06	1.55306664190433e-06	1.8159013410249e-06	0.00144114968481521	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	0.00144030130167241	5.82946992024894e-07	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	2.60145166148129e-09	0.00144030130167241	8.48383142806947e-07	1.00144030130167	0.00144030130167241	5.82946992024894e-07	0.00144030130167241
"Rhabdochona_sp."	0.000101805977136834	0.100821091117068	2.91473496012447e-05	2.90255459465386e-05	2.89789913147762e-05	5.20290332296258e-08	0.00144414909957119	2.88027970057065e-06	1.55306664190433e-06	1.8159013410249e-06	0.00144114968481521	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	0.00144030130167241	5.82946992024894e-07	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	2.60145166148129e-09	0.00144030130167241	8.48383142806947e-07	0.00144030130167241	1.00144030130167	5.82946992024894e-07	0.00144030130167241
"Spiroxys_sp."	0.000108726109831711	4.08062894417426e-05	0.100577294958188	0.000107949762836271	0.000107701600386978	6.7622289415827e-05	0.00202201830251828	0.00201783703009838	0.00201852533906244	4.50437634313995e-06	1.48899790728915e-06	9.06050915264261e-07	9.06050915264261e-07	9.06050915264261e-07	9.06050915264261e-07	5.82946992024894e-07	0.00201154589916377	9.06050915264261e-07	9.06050915264261e-07	9.06050915264261e-07	3.38111447079135e-06	5.82946992024894e-07	9.06050915264261e-07	5.82946992024894e-07	5.82946992024894e-07	1.00201154589916	5.82946992024894e-07
"Myzobdella_lugubris"	0.000101805977136834	0.100821091117068	2.91473496012447e-05	2.90255459465386e-05	2.89789913147762e-05	5.20290332296258e-08	0.00144414909957119	2.88027970057065e-06	1.55306664190433e-06	1.8159013410249e-06	0.00144114968481521	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	0.00144030130167241	5.82946992024894e-07	8.48383142806947e-07	8.48383142806947e-07	8.48383142806947e-07	2.60145166148129e-09	0.00144030130167241	8.48383142806947e-07	0.00144030130167241	0.00144030130167241	5.82946992024894e-07	1.00144030130167
