"Catostomus_catostomus"	"Coregonus_clupeaformis"	"Cottus_cognatus"	"Esox_lucius"	"Prosopium_cylindraceum"	"Salvelinus_namaycush"	"Thymallus_arcticus"	"Anonchohaptor_anomalus"	"Dactylogyrus_buddi"	"Discocotyle_sagittata"	"Tetraonchus_borealis"	"Tetraonchus_monenteron"	"Tetraonchus_variabilis"	"Allocreadium_isosporum"	"Crepidostomum_farionis"	"Diplostomum_spathaceum_(L)"	"Heterophyid_meta_(L)"	"Neascus_sp._(L)"	"Tetracotyle_sp._(L)"	"Cyathocephalus_truncatus"	"Diphyllobothrium_sp._(L)"	"Eubothrium_salvelini"	"Glaridacris_catostomi"	"Proteocephalus_tumidocollus"	"Schistocephalus_solidus_(L)"	"Triaenophorus_crassus"	"Triaenophorus_crassus_(L)"	"Capillaria_salvelini"	"Cystidicola_farionis"	"Raphidascaris_acus"	"Raphidascaris_acus_(L)"	"Neoechinorhynchus_tumidus"	"Piscicola_milneri"	"Salmincola_extensus"	"Salmincola_edwardsii"	"Salmincola_thymalli"
"Allocreadium_isosporum"	1.96906173045619e-05	0.000137718920903857	5.79794476224783e-05	0.0502840269146408	0.000132145748661038	0.000132145748661038	0.0502463936123072	4.92265432614046e-07	7.24743095280978e-07	0.00033784746040271	0.000334975957415381	0.000558711410162676	9.43898204721703e-07	1.00089368736758	0.000897283613660666	0.00089777587909328	7.24743095280978e-07	7.24743095280978e-07	0.00033784746040271	2.8715029873281e-06	0.00033784746040271	0.00033784746040271	4.92265432614046e-07	0.000897283613660666	7.24743095280978e-07	0.000558711410162676	0.00033784746040271	0.000336863753824825	0.000338339725835324	0.000558711410162675	0.000335959663993266	0.000897283613660666	0.000561582913150004	9.83706577884694e-07	9.43898204721703e-07	0.000334975957415381
"Crepidostomum_farionis"	2.20226564796853e-05	0.0168406145343386	0.0168066394981687	0.0168072757729863	0.0168407470767025	0.0168407470767025	0.0168520543947228	5.50566411992132e-07	0.000210082993727108	0.000473219234210606	0.000112347029298152	0.000186747508588737	0.000120291050547875	0.000299094537886889	1.00087004973653	0.000870600302938443	0.000210082993727108	0.000210082993727108	0.000473219234210606	0.000360872204912454	0.000473219234210606	0.000473219234210606	5.50566411992132e-07	0.000870049736526451	0.000210082993727108	0.000186747508588737	0.000473219234210606	0.000352929130393902	0.000473769800622598	0.000186747508588737	0.000232637133114856	0.000870049736526451	0.000547619713501191	0.000120290103816704	0.000120291050547875	0.000112347029298152
"Diplostomum_spathaceum_(L)"	0.0143887711019635	0.0144472449524069	0.014410879382878	0.0144114312713755	0.0144473586582193	0.0144473586582193	0.0144570569850386	0.000359719277549087	0.000180135992285975	0.000405965824677725	9.63803799002573e-05	0.000160127014126394	0.000103195418987281	0.000256507394026652	0.000746228831090094	1.00110594810864	0.000180135992285975	0.000180135992285975	0.000405965824677725	0.000309585444777468	0.000405965824677725	0.000405965824677725	0.000359719277549087	0.000746228831090094	0.000180135992285975	0.000160127014126394	0.000405965824677725	0.000302771217874819	0.000765685102226812	0.000160127014126394	0.000199574986703163	0.000746228831090094	0.000469712458903862	0.000103194606802906	0.000103195418987281	9.63803799002573e-05
"Heterophyid_meta_(L)"	1.81593455670886e-05	8.16194579841994e-05	0.100583958288791	8.14488173245408e-05	8.16201003622195e-05	8.16201003622195e-05	8.1674899710059e-05	4.53983639177216e-07	0.00125729947860988	2.29349689360495e-06	5.44499331400393e-07	9.04986859161564e-07	5.83000716872996e-07	1.44948619056196e-06	0.00126049796236265	0.00126095194600183	1.00125729947861	0.00125729947860988	2.29349689360495e-06	1.74899756220456e-06	2.29349689360495e-06	2.29349689360495e-06	4.53983639177216e-07	0.00126049796236265	0.00125729947860988	9.04986859161564e-07	2.29349689360495e-06	1.71050076514639e-06	2.74748053278217e-06	9.04986859161564e-07	1.12749545985896e-06	0.00126049796236265	2.65398442136612e-06	5.82996128458567e-07	5.83000716872996e-07	5.44499331400393e-07
"Neascus_sp._(L)"	1.81593455670886e-05	8.16194579841994e-05	0.100583958288791	8.14488173245408e-05	8.16201003622195e-05	8.16201003622194e-05	8.1674899710059e-05	4.53983639177216e-07	0.00125729947860988	2.29349689360495e-06	5.44499331400393e-07	9.04986859161564e-07	5.83000716872996e-07	1.44948619056196e-06	0.00126049796236265	0.00126095194600183	0.00125729947860988	1.00125729947861	2.29349689360495e-06	1.74899756220456e-06	2.29349689360495e-06	2.29349689360495e-06	4.53983639177216e-07	0.00126049796236265	0.00125729947860988	9.04986859161564e-07	2.29349689360495e-06	1.71050076514639e-06	2.74748053278217e-06	9.04986859161564e-07	1.12749545985896e-06	0.00126049796236265	2.65398442136612e-06	5.82996128458567e-07	5.83000716872996e-07	5.44499331400393e-07
"Tetracotyle_sp._(L)"	2.44536748043706e-05	0.025215348700337	4.5869937872099e-05	6.78400463100938e-05	0.0252155479322122	0.0252155479322122	0.0252254927863531	6.11341870109265e-07	5.73374223401238e-07	0.000708501698800173	0.00016816995190902	7.53778292334376e-07	0.000180111056658659	0.000168923730201355	0.000709828851315909	0.000710440193186018	5.73374223401238e-07	5.73374223401238e-07	1.0007085016988	0.000540331746891153	0.000708501698800173	0.000708501698800173	6.11341870109265e-07	0.000709828851315909	5.73374223401238e-07	7.53778292334376e-07	0.000708501698800173	0.000528392065226338	0.000709113040670282	7.53778292334376e-07	0.000348279585482856	0.000709828851315909	0.000541085525183487	0.000180109633573836	0.000180111056658659	0.00016816995190902
"Cyathocephalus_truncatus"	2.48651195672998e-05	0.0335622099687466	4.66399349921216e-05	6.47173304372442e-05	0.0335661902875102	0.0335661902875102	0.000179288081337403	6.21627989182495e-07	5.8299918740152e-07	0.000720442329188204	1.19525387558269e-06	7.19081449302713e-07	0.000239758502053644	1.9143353248854e-06	0.000721744409824908	0.000722366037814091	5.8299918740152e-07	5.8299918740152e-07	0.000720442329188204	1.00071924707531	0.000720442329188203	0.000720442329188204	6.21627989182495e-07	0.000721744409824908	5.8299918740152e-07	7.19081449302713e-07	0.000720442329188204	0.000480712257982871	0.000721063957177386	7.19081449302713e-07	0.000240925325080916	0.000721744409824908	0.000719966156761924	0.000239730071205333	0.000239758502053644	1.19525387558269e-06
"Diphyllobothrium_sp._(L)"	2.44536748043706e-05	0.025215348700337	4.58699378720991e-05	6.78400463100938e-05	0.0252155479322122	0.0252155479322122	0.0252254927863531	6.11341870109265e-07	5.73374223401238e-07	0.000708501698800173	0.000168169951909021	7.53778292334376e-07	0.000180111056658659	0.000168923730201355	0.000709828851315909	0.000710440193186018	5.73374223401238e-07	5.73374223401238e-07	0.000708501698800173	0.000540331746891153	1.0007085016988	0.000708501698800173	6.11341870109265e-07	0.000709828851315909	5.73374223401238e-07	7.53778292334376e-07	0.000708501698800173	0.000528392065226338	0.000709113040670282	7.53778292334375e-07	0.000348279585482856	0.000709828851315909	0.000541085525183487	0.000180109633573836	0.000180111056658659	0.000168169951909021
"Eubothrium_salvelini"	2.44536748043706e-05	0.025215348700337	4.58699378720991e-05	6.78400463100938e-05	0.0252155479322122	0.0252155479322122	0.0252254927863531	6.11341870109265e-07	5.73374223401238e-07	0.000708501698800173	0.00016816995190902	7.53778292334376e-07	0.000180111056658659	0.000168923730201355	0.000709828851315909	0.000710440193186018	5.73374223401238e-07	5.73374223401238e-07	0.000708501698800173	0.000540331746891153	0.000708501698800173	1.0007085016988	6.11341870109265e-07	0.000709828851315909	5.73374223401238e-07	7.53778292334376e-07	0.000708501698800173	0.000528392065226338	0.000709113040670282	7.53778292334375e-07	0.000348279585482856	0.000709828851315909	0.000541085525183487	0.000180109633573836	0.000180111056658659	0.00016816995190902
"Glaridacris_catostomi"	0.100589261774866	8.70274608161801e-05	3.63186911341772e-05	3.63642617104665e-05	8.70281473202339e-05	8.70281473202339e-05	8.70725269334365e-05	0.00251473154437166	4.53983639177216e-07	2.44536748043706e-06	5.80483512889577e-07	4.04047352338516e-07	6.21629623715957e-07	9.84530865228093e-07	3.30339847195279e-06	0.00251803494284361	4.53983639177216e-07	4.53983639177216e-07	2.44536748043706e-06	1.86488396754748e-06	2.44536748043706e-06	2.44536748043706e-06	1.00251473154437	3.30339847195279e-06	4.53983639177216e-07	4.04047352338517e-07	2.44536748043706e-06	1.82374276032149e-06	0.00251717691185209	4.04047352338516e-07	1.20210823300515e-06	3.30339847195279e-06	2.268931319886e-06	6.21624720115572e-07	6.21629623715957e-07	5.80483512889577e-07
"Proteocephalus_tumidocollus"	2.20226564796853e-05	0.0168406145343386	0.0168066394981687	0.0168072757729863	0.0168407470767025	0.0168407470767025	0.0168520543947228	5.50566411992132e-07	0.000210082993727108	0.000473219234210606	0.000112347029298152	0.000186747508588737	0.000120291050547875	0.000299094537886889	0.000870049736526451	0.000870600302938443	0.000210082993727108	0.000210082993727108	0.000473219234210606	0.000360872204912454	0.000473219234210606	0.000473219234210606	5.50566411992132e-07	1.00087004973653	0.000210082993727108	0.000186747508588737	0.000473219234210606	0.000352929130393902	0.000473769800622598	0.000186747508588737	0.000232637133114856	0.000870049736526451	0.000547619713501191	0.000120290103816704	0.000120291050547875	0.000112347029298152
"Schistocephalus_solidus_(L)"	1.81593455670886e-05	8.16194579841994e-05	0.100583958288791	8.14488173245408e-05	8.16201003622194e-05	8.16201003622194e-05	8.1674899710059e-05	4.53983639177216e-07	0.00125729947860988	2.29349689360495e-06	5.44499331400393e-07	9.04986859161564e-07	5.83000716872996e-07	1.44948619056196e-06	0.00126049796236265	0.00126095194600183	0.00125729947860988	0.00125729947860988	2.29349689360495e-06	1.74899756220456e-06	2.29349689360495e-06	2.29349689360495e-06	4.53983639177216e-07	0.00126049796236265	1.00125729947861	9.04986859161564e-07	2.29349689360495e-06	1.71050076514639e-06	2.74748053278217e-06	9.04986859161564e-07	1.12749545985896e-06	0.00126049796236265	2.65398442136612e-06	5.82996128458567e-07	5.83000716872996e-07	5.44499331400393e-07
"Triaenophorus_crassus"	1.61618940935407e-05	0.000100672946699623	7.23989487329251e-05	0.100490845635353	0.000100670631003758	0.000100670631003758	0.000128680323214404	4.04047352338516e-07	9.04986859161564e-07	3.0151131693375e-06	8.57868821429364e-07	0.00111656495150392	7.19075935741131e-07	0.00111742282032535	0.00112048505153242	0.00112088909888476	9.04986859161564e-07	9.04986859161564e-07	3.0151131693375e-06	2.15724434790814e-06	3.0151131693375e-06	3.0151131693375e-06	4.04047352338516e-07	0.00112048505153242	9.04986859161564e-07	1.0011165649515	3.0151131693375e-06	2.29602069291163e-06	3.41916052167602e-06	0.00111656495150392	1.57696129785524e-06	0.00112048505153242	0.00111872219585183	7.19092476425876e-07	7.19075935741131e-07	8.57868821429363e-07
"Triaenophorus_crassus_(L)"	2.44536748043706e-05	0.025215348700337	4.58699378720991e-05	6.78400463100938e-05	0.0252155479322122	0.0252155479322122	0.0252254927863531	6.11341870109265e-07	5.73374223401238e-07	0.000708501698800173	0.000168169951909021	7.53778292334375e-07	0.000180111056658659	0.000168923730201355	0.000709828851315909	0.000710440193186018	5.73374223401238e-07	5.73374223401238e-07	0.000708501698800173	0.000540331746891153	0.000708501698800173	0.000708501698800173	6.11341870109265e-07	0.000709828851315909	5.73374223401238e-07	7.53778292334375e-07	1.0007085016988	0.000528392065226338	0.000709113040670282	7.53778292334375e-07	0.000348279585482856	0.000709828851315909	0.000541085525183487	0.000180109633573836	0.000180111056658659	0.000168169951909021
"Capillaria_salvelini"	2.43165701376199e-05	0.000187004813501612	4.56133537372369e-05	6.88806207873488e-05	0.0335563556520502	0.0335563556520502	0.0335715743478369	6.07914253440496e-07	5.70166921715462e-07	0.000704522753635116	0.000223810495652246	7.65340230970542e-07	0.000239688254657501	0.000224575835883217	0.000705858260787803	0.000706466175041243	5.70166921715462e-07	5.70166921715462e-07	0.000704522753635117	0.000480712257982871	0.000704522753635117	0.000704522753635117	6.07914253440496e-07	0.000705858260787803	5.70166921715462e-07	7.65340230970542e-07	0.000704522753635116	1.00070318700497	0.000705130667888557	7.65340230970542e-07	0.000225146244320115	0.000705858260787803	0.000481477598213841	1.33574866786866e-06	0.000239688254657501	0.000223810495652246
"Cystidicola_farionis"	0.0201374152948168	0.0201896844524328	4.39596885245147e-05	6.15448893901683e-05	0.0201898439752338	0.0201898439752338	0.0201978087344691	0.000503435382370418	5.49496106556434e-07	0.000567290432536226	0.000134652058229794	6.83832104335204e-07	0.00014421317125167	0.000135335890334129	0.000568523760747118	0.00107195914311754	5.49496106556434e-07	5.49496106556434e-07	0.000567290432536226	0.000432638374306431	0.000567290432536226	0.000567290432536226	0.000503435382370418	0.000568523760747117	5.49496106556434e-07	6.83832104335204e-07	0.000567290432536226	0.000423078400733134	1.00107072581491	6.83832104335203e-07	0.000278864090032886	0.000568523760747118	0.000433322206410767	0.000144212031803091	0.00014421317125167	0.000134652058229794
"Raphidascaris_acus"	1.61618940935407e-05	0.000100672946699623	7.23989487329251e-05	0.100490845635353	0.000100670631003758	0.000100670631003758	0.000128680323214404	4.04047352338516e-07	9.04986859161564e-07	3.0151131693375e-06	8.57868821429364e-07	0.00111656495150392	7.19075935741131e-07	0.00111742282032535	0.00112048505153242	0.00112088909888476	9.04986859161564e-07	9.04986859161564e-07	3.0151131693375e-06	2.15724434790814e-06	3.0151131693375e-06	3.0151131693375e-06	4.04047352338516e-07	0.00112048505153242	9.04986859161564e-07	0.00111656495150392	3.0151131693375e-06	2.29602069291163e-06	3.41916052167602e-06	1.0011165649515	1.57696129785524e-06	0.00112048505153242	0.00111872219585183	7.19092476425876e-07	7.19075935741131e-07	8.57868821429363e-07
"Raphidascaris_acus_(L)"	2.4042164660103e-05	0.0502375726279756	4.50998183943584e-05	7.09632584034857e-05	0.000178372819508346	0.000178372819508346	0.0502756775016508	6.01054116502574e-07	5.6374772992948e-07	0.000696559170965712	0.000335171183344339	7.8848064892762e-07	1.27409156791675e-06	0.000335959663993266	0.000697911399344569	0.000698512453461072	5.6374772992948e-07	5.6374772992948e-07	0.000696559170965712	0.000361387987621374	0.000696559170965712	0.000696559170965712	6.01054116502574e-07	0.000697911399344569	5.6374772992948e-07	7.8848064892762e-07	0.000696559170965712	0.000337719366480172	0.000697160225082215	7.88480648927619e-07	1.00069401098783	0.000697911399344569	0.000362176468270301	0.00035883980448554	1.27409156791675e-06	0.000335171183344339
"Neoechinorhynchus_tumidus"	2.20226564796853e-05	0.0168406145343386	0.0168066394981687	0.0168072757729863	0.0168407470767025	0.0168407470767025	0.0168520543947228	5.50566411992132e-07	0.000210082993727108	0.000473219234210606	0.000112347029298152	0.000186747508588737	0.000120291050547875	0.000299094537886889	0.000870049736526451	0.000870600302938443	0.000210082993727108	0.000210082993727108	0.000473219234210606	0.000360872204912454	0.000473219234210606	0.000473219234210606	5.50566411992132e-07	0.000870049736526451	0.000210082993727108	0.000186747508588737	0.000473219234210606	0.000352929130393901	0.000473769800622598	0.000186747508588737	0.000232637133114856	1.00087004973653	0.000547619713501191	0.000120290103816704	0.000120291050547875	0.000112347029298152
"Piscicola_milneri"	2.268931319886e-05	0.0251968257132349	5.30796884273225e-05	0.0251712494066662	0.0251998103733836	0.0251998103733836	0.000166636141806653	5.672328299715e-07	6.63496105341531e-07	0.000541085525183487	1.11090761204436e-06	0.000279680548962958	0.000179998645524168	0.000280791456575002	0.000821429570251787	0.000821996803081758	6.63496105341531e-07	6.63496105341531e-07	0.000541085525183487	0.000539974617571443	0.000541085525183487	0.000541085525183488	5.672328299715e-07	0.000821429570251786	6.63496105341531e-07	0.000279680548962958	0.000541085525183487	0.000361108198660381	0.000541652758013459	0.000279680548962958	0.000181088234135151	0.000821429570251786	1.00081965516653	0.000179977326523106	0.000179998645524168	1.11090761204436e-06
"Salmincola_extensus"	2.48649888046229e-05	0.100300380360843	4.66396902766854e-05	6.47183228783288e-05	0.000193124772698373	0.000193124772698373	0.000187248101901527	6.21624720115572e-07	5.82996128458567e-07	0.000720438534295342	1.24832067934351e-06	7.19092476425876e-07	1.37946266213123e-06	1.96741315576939e-06	0.000721740622900227	0.000722362247620343	5.82996128458567e-07	5.82996128458567e-07	0.000720438534295342	0.000719190213615999	0.000720438534295342	0.000720438534295342	6.21624720115572e-07	0.000721740622900227	5.82996128458567e-07	7.19092476425876e-07	0.000720438534295342	4.00724600360598e-06	0.000721060159015458	7.19092476425876e-07	0.00071767960897108	0.000721740622900227	0.000719909306092425	1.00071643128829	1.37946266213123e-06	1.24832067934351e-06
