"File"	"N.modules"	"Modularity"	"P.Null1"	"P.Null2"
"M_A_HP_019_GC1.txt"	6	0.404321	0.726	0.586
"M_A_HP_020_GC1.txt"	4	0.16323	0.98	0.916
"M_A_HP_021_GC1.txt"	3	0.188673	0.959	0.919
"M_A_HP_022_GC1.txt"	4	0.312824	0.846	0.752
"M_A_HP_023_GC1.txt"	3	0.198394	0.286	0.248
"M_A_HP_024_GC1.txt"	5	0.326524	0.643	0.51
"M_A_HP_025_GC1.txt"	6	0.384985	0.485	0.349
"M_A_HP_026_GC1.txt"	5	0.09455	1	1
"M_A_HP_027_GC1.txt"	5	0.272294	0.941	0.84
"M_A_HP_028_GC1.txt"	3	0.358131	0.364	0.319
"M_A_HP_029_GC1.txt"	5	0.473882	0.278	0.203
"M_A_HP_030_GC1.txt"	4	0.288	0.881	0.82
"M_A_HP_031_GC1.txt"	5	0.231436	0.917	0.786
"M_A_HP_032_GC1.txt"	4	0.421522	0.34	0.242
"M_A_HP_033_GC1.txt"	6	0.154793	1	1
"M_A_HP_034_GC1.txt"	5	0.158776	0.958	0.92
"M_A_HP_035_GC1.txt"	4	0.335556	0.565	0.504
"M_A_HP_036_GC1.txt"	3	0.422778	0.229	0.183
"M_A_HP_037_GC1.txt"	5	0.303704	0.669	0.437
"M_A_HP_038_GC1.txt"	5	0.35198	0.364	0.245
"M_A_HP_039_GC1.txt"	4	0.242568	0.691	0.621
"M_A_HP_040_GC1.txt"	4	0.383876	0.724	0.629
"M_A_HP_041_GC1.txt"	4	0.1954	0.793	0.663
"M_A_HP_042_GC1.txt"	4	0.400703	0.765	0.615
"M_A_HP_043_GC1.txt"	5	0.26765	0.921	0.838
"M_A_HP_044_GC1.txt"	6	0.200405	0.994	0.962
"M_A_HP_045_GC1.txt"	4	0.164358	0.909	0.848
"M_A_HP_046_GC1.txt"	4	0.230664	0.774	0.563
"M_A_HP_047_GC1.txt"	4	0.206611	0.788	0.636
"M_A_HP_048_GC1.txt"	2	0.194803	0.871	0.732
"M_A_HP_049_GC1.txt"	3	0.324458	0.3	0.235
"M_A_HP_050_GC1.txt"	5	0.232089	0.918	0.659
"M_A_HP_051_GC1.txt"	5	0.204035	0.998	0.997
"M_A_PH_004_GC1.txt"	5	0.366996	0.336	0.161
"M_A_PH_005_GC1.txt"	6	0.397307	0.474	0.236
"M_A_PH_006_GC1.txt"	5	0.376672	1	1
"M_A_PH_007_GC1.txt"	3	0.308199	0.998	1
"M_abe_GC1.txt"	2	0.305785	0.087	0.04
"M_bac15_GC1.txt"	3	0.192531	0.213	0.085
"M_barrangou_GC1.txt"	2	0.2072	0.277	0.219
"M_basker_GC1.txt"	3	0.153728	0.957	0.89
"M_braunbreton_GC1.txt"	3	0.126667	0.956	0.985
"M_campbell_GC1.txt"	3	0.196429	0.524	0.479
"M_capparelli_GC1.txt"	3	0.235425	0.647	0.443
"M_caso_GC1.txt"	2	0.179688	0.359	0.329
"M_ceyssens_GC1.txt"	2	0.192628	0.397	0.322
"M_comeau2005_GC1.txt"	4	0.142313	0.949	0.852
"M_comeau2006_GC1.txt"	4	0.204503	0.395	0.192
"M_depaola_GC1.txt"	3	0.260026	0.454	0.361
"M_doi_GC1.txt"	3	0.052855	0.535	0.494
"M_DON_GC1.txt"	3	0.408868	0	0
"M_duplessis_GC1.txt"	2	0.28	0.021	0.005
"M_ESKI_GC1.txt"	5	0.268861	0.937	0.884
"M_FARIA_GC1.txt"	4	0.353878	0.434	0.3
"M_gamage_GC1.txt"	3	0.148438	0.38	0.379
"M_goodridge_GC1.txt"	2	0.299861	0.039	0.035
"M_GOR_GC1.txt"	4	0.443323	0	0
"M_hansen_GC1.txt"	2	0.142196	0.183	0.095
"M_Herb_Basset&Sam_GC1.txt"	5	0.329448	0.656	0.522
"M_Herb_Bluthgen2006_GC1.txt"	5	0.5188	0.503	0.349
"M_Herb_Bodner2009_GC1.txt"	4	0.564815	0.249	0.18
"M_Herb_Coley2006_GC1.txt"	8	0.697347	0.035	0.015
"M_Herb_Dawah1995_GC1.txt"	3	0.357143	0.277	0.225
"M_Herb_Futuyma1979_GC1.txt"	4	0.161643	0.599	0.251
"M_Herb_Hen&Mem_P100_GC1.txt"	7	0.496142	0.851	0.675
"M_Herb_Hen&Mem_P199_GC1.txt"	5	0.509735	0.759	0.564
"M_Herb_Hen&Mem_P200_GC1.txt"	8	0.505562	0.84	0.658
"M_Herb_Hen&Mem_P299_GC1.txt"	9	0.542691	0.729	0.557
"M_Herb_Janzen1980_GC1.txt"	4	0.494835	0.244	0.159
"M_Herb_Jermy2003_GC1.txt"	4	0.387346	0.339	0.298
"M_Herb_Loye1992_GC1.txt"	7	0.636837	0.167	0.095
"M_Herb_Memmott1994_GC1.txt"	4	0.346154	0.508	0.419
"M_Herb_Muller1999_GC1.txt"	2	0.23875	0.77	0.676
"M_Herb_Nakagawa2003_96_GC1.txt"	6	0.312095	0.962	0.882
"M_Herb_Nakagawa2003_98_GC1.txt"	6	0.370789	0.852	0.715
"M_Herb_Novotny2005_GC1.txt"	4	0.329082	0.652	0.598
"M_Herb_Novotny2012_GC1.txt"	7	0.441304	0	0
"M_Herb_Pearse&Alterm_GC1.txt"	19	0.512735	0	0
"M_Herb_Prado&Lewin_GC1.txt"	8	0.618688	0.051	0.027
"M_Herb_Rathcke1976_70_GC1.txt"	4	0.309524	0.514	0.46
"M_Herb_Rathcke1976_71_GC1.txt"	4	0.38625	0.362	0.354
"M_Herb_Stary&Hav_GC1.txt"	5	0.617914	0.368	0.251
"M_Herb_Tavakilian1997_GC1.txt"	24	0.753566	0	0
"M_Herb_Tscharnatke2001_GC1.txt"	3	0.32716	0.308	0.289
"M_Herb_Ueckert&Hans_GC1.txt"	3	0.30512	0.253	0.04
"M_holmfeldt_GC1.txt"	3	0.160945	0.251	0.066
"M_IZ_PA_COLpen_GC1.txt"	2	0.166667	0.093	0.051
"M_IZ_PA_DIM100_GC1.txt"	2	0.166667	0.092	0.041
"M_IZ_PA_DIM100_GC2.txt"	2	0.166667	0.093	0.039
"M_IZ_PA_FLO_GC1.txt"	2	0.25	0.148	0.123
"M_IZ_PA_PAcamp_GC1.txt"	2	0.21875	0.116	0.091
"M_IZ_PA_PAcamp_GC2.txt"	2	0.08	0.236	0.174
"M_IZ_PA_POW_GC1.txt"	2	0.21875	0.116	0.075
"M_KAIS09_CONT_GC1.txt"	9	0.276982	1	1
"M_KAIS09_REST_GC1.txt"	9	0.296915	0.997	0.905
"M_kankila_GC1.txt"	3	0.016644	0.972	0.94
"M_krylov_GC1.txt"	3	0.106305	0.461	0.333
"M_kudva_GC1.txt"	1	0	0	0
"M_langley_GC1.txt"	3	0.309254	0.218	0.134
"M_M_AF_001_GC1.txt"	5	0.273828	0.84	0.719
"M_M_AF_002_01_GC1.txt"	4	0.41	0.388	0.354
"M_M_AF_002_03_GC1.txt"	2	0.21875	0.137	0.075
"M_M_AF_002_04_GC1.txt"	3	0.367188	0.384	0.343
"M_M_AF_002_05_GC1.txt"	3	0.319444	0.206	0.194
"M_M_AF_002_06_GC1.txt"	2	0.357143	0.285	0.314
"M_M_AF_002_08_GC1.txt"	3	0.377551	0.188	0.192
"M_M_AF_002_09_GC1.txt"	3	0.357143	0.308	0.211
"M_M_AF_002_10_GC1.txt"	2	0.21875	0.119	0.105
"M_M_AF_002_12_GC1.txt"	3	0.357143	0.307	0.288
"M_M_AF_002_13_GC1.txt"	3	0.26	0.255	0.242
"M_M_AF_002_14_GC1.txt"	2	0.357143	0.306	0.288
"M_M_AF_002_15_GC1.txt"	3	0.319444	0.2	0.184
"M_M_PA_001_GC1.txt"	2	0.367188	0.056	0.054
"M_M_PA_002_GC1.txt"	2	0.221893	0.498	0.497
"M_M_PA_003_GC1.txt"	4	0.563915	0.029	0.025
"M_M_PA_004_GC1.txt"	8	0.268746	1	0.979
"M_M_PL_001_GC1.txt"	8	0.503002	0.105	0.026
"M_M_PL_002_GC1.txt"	8	0.499946	0.172	0.07
"M_M_PL_003_GC1.txt"	7	0.578189	0.28	0.161
"M_M_PL_004_GC1.txt"	6	0.472982	0.635	0.38
"M_M_PL_005_GC1.txt"	14	0.401694	0.948	0.676
"M_M_PL_006_GC1.txt"	7	0.371716	0.988	0.922
"M_M_PL_007_GC1.txt"	6	0.407384	0.803	0.639
"M_M_PL_008_GC1.txt"	5	0.330011	0.608	0.46
"M_M_PL_009_GC1.txt"	8	0.495706	0.475	0.243
"M_M_PL_010_GC1.txt"	6	0.22594	0.998	0.973
"M_M_PL_011_GC1.txt"	5	0.268861	0.934	0.876
"M_M_PL_012_GC1.txt"	7	0.439738	0.931	0.773
"M_M_PL_013_GC1.txt"	6	0.415732	0.631	0.454
"M_M_PL_014_GC1.txt"	8	0.484677	0.8	0.537
"M_M_PL_015_GC1.txt"	8	0.406397	0	0
"M_M_PL_016_GC1.txt"	8	0.457624	0.239	0.056
"M_M_PL_017_GC1.txt"	5	0.308626	0.948	0.771
"M_M_PL_018_GC1.txt"	9	0.364458	0.811	0.554
"M_M_PL_019_GC1.txt"	9	0.411485	0.89	0.709
"M_M_PL_020_GC1.txt"	6	0.451569	0.774	0.43
"M_M_PL_021_GC1.txt"	15	0.618354	0	0
"M_M_PL_022_GC1.txt"	8	0.621716	0.123	0.055
"M_M_PL_023_GC1.txt"	9	0.559359	0.426	0.213
"M_M_PL_024_GC1.txt"	4	0.35629	0.551	0.424
"M_M_PL_025_GC1.txt"	4	0.297692	0.795	0.537
"M_M_PL_026_GC1.txt"	9	0.554229	0.992	0.823
"M_M_PL_027_GC1.txt"	8	0.528404	0.128	0.06
"M_M_PL_028_GC1.txt"	7	0.461301	0.404	0.154
"M_M_PL_029_GC1.txt"	8	0.468801	0.335	0.09
"M_M_PL_030_GC1.txt"	8	0.54578	0.326	0.225
"M_M_PL_031_GC1.txt"	8	0.573883	0.024	0.006
"M_M_PL_032_GC1.txt"	5	0.329349	0.853	0.743
"M_M_PL_033_GC1.txt"	4	0.238997	0.862	0.77
"M_M_PL_034_GC1.txt"	8	0.420645	0.777	0.427
"M_M_PL_035_GC1.txt"	8	0.483651	0.372	0.162
"M_M_PL_036_GC1.txt"	4	0.419444	0.397	0.312
"M_M_PL_037_GC1.txt"	6	0.479167	0.332	0.242
"M_M_PL_038_GC1.txt"	6	0.408108	0.486	0.389
"M_M_PL_039_GC1.txt"	6	0.46085	0.106	0.023
"M_M_PL_040_GC1.txt"	6	0.53438	0.142	0.076
"M_M_PL_041_GC1.txt"	6	0.398137	0.777	0.567
"M_M_PL_042_GC1.txt"	3	0.288194	0.475	0.309
"M_M_PL_043_GC1.txt"	8	0.391816	0.757	0.544
"M_M_PL_044_GC1.txt"	19	0.619361	0.002	0
"M_M_PL_045_GC1.txt"	6	0.441597	0.652	0.483
"M_M_PL_046_GC1.txt"	3	0.189088	0.588	0.272
"M_M_PL_047_GC1.txt"	6	0.41076	0.608	0.28
"M_M_PL_048_GC1.txt"	8	0.376496	0.676	0.35
"M_M_PL_049_GC1.txt"	8	0.421442	0.667	0.306
"M_M_PL_050_GC1.txt"	5	0.4255	0.413	0.242
"M_M_PL_051_GC1.txt"	7	0.485332	0.448	0.206
"M_M_PL_052_GC1.txt"	6	0.397235	0.763	0.601
"M_M_PL_053_GC1.txt"	11	0.642327	0.002	0
"M_M_PL_054_GC1.txt"	11	0.541841	0.149	0.019
"M_M_PL_055_GC1.txt"	11	0.54207	0.503	0.258
"M_M_PL_056_GC1.txt"	11	0.532003	0.067	0.005
"M_M_PL_057_GC1.txt"	12	0.539805	0	0
"M_M_PL_058_GC1.txt"	7	0.306624	0.995	0.959
"M_M_PL_059_GC1.txt"	5	0.169014	0.994	0.957
"M_M_PL_060_01_GC1.txt"	7	0.329529	0.943	0.879
"M_M_PL_060_02_GC1.txt"	6	0.315399	0.885	0.783
"M_M_PL_060_03_GC1.txt"	6	0.332663	0.714	0.508
"M_M_PL_060_04_GC1.txt"	7	0.371241	0.935	0.851
"M_M_PL_060_05_GC1.txt"	9	0.474815	0.745	0.55
"M_M_PL_060_06_GC1.txt"	8	0.550194	0.46	0.284
"M_M_PL_060_07_GC1.txt"	7	0.457776	0.89	0.704
"M_M_PL_060_08_GC1.txt"	5	0.501254	0.284	0.139
"M_M_PL_060_09_GC1.txt"	7	0.512228	0.565	0.413
"M_M_PL_060_10_GC1.txt"	5	0.476676	0.391	0.291
"M_M_PL_060_11_GC1.txt"	5	0.538399	0.263	0.162
"M_M_PL_060_12_GC1.txt"	5	0.372163	0.667	0.504
"M_M_PL_060_13_GC1.txt"	5	0.431417	0.459	0.373
"M_M_PL_060_14_GC1.txt"	6	0.30752	0.925	0.859
"M_M_PL_060_15_GC1.txt"	5	0.298788	0.684	0.498
"M_M_PL_060_16_GC1.txt"	6	0.364343	0.799	0.612
"M_M_PL_060_17_GC1.txt"	5	0.3941	0.601	0.423
"M_M_PL_060_18_GC1.txt"	6	0.453422	0.66	0.455
"M_M_PL_060_19_GC1.txt"	5	0.433968	0.739	0.603
"M_M_PL_060_20_GC1.txt"	6	0.475895	0.574	0.446
"M_M_PL_060_21_GC1.txt"	4	0.483887	0.331	0.245
"M_M_PL_060_22_GC1.txt"	6	0.453735	0.638	0.449
"M_M_PL_060_23_GC1.txt"	6	0.445522	0.583	0.418
"M_M_PL_060_24_GC1.txt"	6	0.530617	0.355	0.255
"M_M_PL_061_01_GC1.txt"	3	0.524221	0.15	0.106
"M_M_PL_061_02_GC1.txt"	4	0.371056	0.592	0.498
"M_M_PL_061_03_GC1.txt"	5	0.415799	0.446	0.372
"M_M_PL_061_04_GC1.txt"	4	0.352679	0.587	0.453
"M_M_PL_061_05_GC1.txt"	6	0.381968	0.871	0.784
"M_M_PL_061_06_GC1.txt"	5	0.360731	0.832	0.686
"M_M_PL_061_07_GC1.txt"	4	0.276539	0.744	0.621
"M_M_PL_061_08_GC1.txt"	4	0.385714	0.434	0.322
"M_M_PL_061_09_GC1.txt"	3	0.517778	0.291	0.236
"M_M_PL_061_10_GC1.txt"	5	0.48875	0.247	0.194
"M_M_PL_061_11_GC1.txt"	3	0.490234	0.229	0.171
"M_M_PL_061_12_GC1.txt"	4	0.384549	0.545	0.441
"M_M_PL_061_13_GC1.txt"	4	0.366535	0.542	0.375
"M_M_PL_061_14_GC1.txt"	4	0.389273	0.396	0.35
"M_M_PL_061_15_GC1.txt"	3	0.39348	0.378	0.304
"M_M_PL_061_16_GC1.txt"	3	0.405711	0.333	0.183
"M_M_PL_061_17_GC1.txt"	4	0.416667	0.281	0.23
"M_M_PL_061_18_GC1.txt"	5	0.541633	0.23	0.14
"M_M_PL_061_19_GC1.txt"	5	0.450155	0.534	0.353
"M_M_PL_061_20_GC1.txt"	4	0.461451	0.421	0.333
"M_M_PL_061_21_GC1.txt"	5	0.419416	0.492	0.366
"M_M_PL_061_22_GC1.txt"	4	0.401235	0.499	0.393
"M_M_PL_061_23_GC1.txt"	5	0.521436	0.177	0.107
"M_M_PL_061_24_GC1.txt"	4	0.450614	0.147	0.077
"M_M_PL_061_25_GC1.txt"	4	0.352608	0.375	0.277
"M_M_PL_061_26_GC1.txt"	4	0.339286	0.668	0.602
"M_M_PL_061_27_GC1.txt"	4	0.447846	0.406	0.33
"M_M_PL_061_28_GC1.txt"	4	0.462577	0.283	0.147
"M_M_PL_061_29_GC1.txt"	4	0.362262	0.665	0.555
"M_M_PL_061_30_GC1.txt"	5	0.322778	0.629	0.538
"M_M_PL_061_31_GC1.txt"	4	0.342449	0.415	0.297
"M_M_PL_061_32_GC1.txt"	4	0.444444	0.218	0.145
"M_M_PL_061_34_GC1.txt"	3	0.388889	0.281	0.255
"M_M_PL_061_35_GC1.txt"	4	0.482422	0.33	0.249
"M_M_PL_061_36_GC1.txt"	5	0.432362	0.422	0.281
"M_M_PL_061_37_GC1.txt"	4	0.424283	0.584	0.424
"M_M_PL_061_38_GC1.txt"	5	0.422116	0.53	0.402
"M_M_PL_061_39_GC1.txt"	5	0.362713	0.609	0.478
"M_M_PL_061_40_GC1.txt"	4	0.33795	0.678	0.529
"M_M_PL_061_41_GC1.txt"	3	0.438272	0.123	0.125
"M_M_PL_061_42_GC1.txt"	4	0.385204	0.325	0.277
"M_M_PL_061_43_GC1.txt"	5	0.5312	0.262	0.196
"M_M_PL_061_44_GC1.txt"	4	0.416322	0.583	0.469
"M_M_PL_061_45_GC1.txt"	5	0.4672	0.279	0.155
"M_M_PL_061_46_GC1.txt"	6	0.476049	0.527	0.393
"M_M_PL_061_47_GC1.txt"	5	0.355867	0.554	0.428
"M_M_PL_061_48_GC1.txt"	5	0.411133	0.458	0.327
"M_M_PL_062_GC1.txt"	8	0.264468	0	0
"M_M_PL_063_GC1.txt"	4	0.309439	0.98	0.909
"M_M_PL_064_GC1.txt"	4	0.365723	0.546	0.456
"M_M_PL_065_GC1.txt"	4	0.274535	0.59	0.474
"M_M_PL_066_GC1.txt"	4	0.196191	0.882	0.895
"M_M_PL_067_GC1.txt"	4	0.289141	0.721	0.619
"M_M_PL_068_GC1.txt"	4	0.284657	0.881	0.764
"M_M_PL_069_01_GC1.txt"	4	0.431034	0.459	0.375
"M_M_PL_069_02_GC1.txt"	3	0.345703	0.439	0.426
"M_M_PL_069_03_GC1.txt"	4	0.206667	0.626	0.583
"M_M_PL_070_GC1.txt"	3	0.175788	0.207	0.136
"M_M_PL_071_GC1.txt"	6	0.313218	0.985	0.967
"M_M_PL_072_01_GC1.txt"	9	0.462178	0.64	0.392
"M_M_PL_072_02_GC1.txt"	7	0.47282	0.509	0.312
"M_M_PL_072_03_GC1.txt"	7	0.420972	0.812	0.547
"M_M_PL_072_04_GC1.txt"	6	0.400674	0.818	0.582
"M_M_PL_072_05_GC1.txt"	7	0.410784	0.973	0.882
"M_M_SD_001_GC1.txt"	5	0.2898	0.769	0.649
"M_M_SD_002_GC1.txt"	4	0.197973	0.856	0.704
"M_M_SD_003_GC1.txt"	5	0.378785	0.907	0.802
"M_M_SD_004_GC1.txt"	7	0.350272	0.993	0.962
"M_M_SD_005_GC1.txt"	5	0.484641	0.385	0.212
"M_M_SD_006_GC1.txt"	5	0.4248	0.672	0.519
"M_M_SD_007_GC1.txt"	6	0.311433	0.931	0.898
"M_M_SD_008_GC1.txt"	3	0.10376	0.742	0.649
"M_M_SD_009_GC1.txt"	3	0.390928	0.317	0.182
"M_M_SD_010_GC1.txt"	4	0.248311	0.196	0.057
"M_M_SD_011_GC1.txt"	4	0.320281	0.518	0.399
"M_M_SD_012_GC1.txt"	6	0.363788	0.733	0.482
"M_M_SD_013_GC1.txt"	4	0.337125	0	0
"M_M_SD_014_GC1.txt"	3	0.187521	0.616	0.355
"M_M_SD_015_GC1.txt"	3	0.159749	0.228	0.157
"M_M_SD_016_GC1.txt"	4	0.18877	0.254	0.043
"M_M_SD_017_GC1.txt"	3	0.190104	0.255	0.188
"M_M_SD_018_GC1.txt"	9	0.619147	0.252	0.141
"M_M_SD_019_GC1.txt"	6	0.386054	0	0
"M_M_SD_020_GC1.txt"	5	0.305222	0.909	0.695
"M_M_SD_021_GC1.txt"	4	0.257767	0.939	0.8
"M_M_SD_022_GC1.txt"	7	0.363419	0.002	0
"M_M_SD_023_GC1.txt"	5	0.272507	0.924	0.853
"M_M_SD_024_GC1.txt"	4	0.226562	0.531	0.461
"M_M_SD_025_GC1.txt"	3	0.205579	0.581	0.54
"M_M_SD_026_GC1.txt"	3	0.166667	0.426	0.345
"M_M_SD_027_GC1.txt"	4	0.135796	0.674	0.669
"M_M_SD_028_GC1.txt"	3	0.112426	0.822	0.788
"M_M_SD_029_GC1.txt"	3	0.265	0.445	0.38
"M_M_SD_030_GC1.txt"	3	0.231405	0.447	0.408
"M_M_SD_031_GC1.txt"	5	0.388764	0.736	0.603
"M_M_SD_032_GC1.txt"	4	0.320018	0.371	0.301
"M_M_SD_033_GC1.txt"	5	0.219473	0.917	0.845
"M_M_SD_034_GC1.txt"	8	0.261311	0.999	0.998
"M_mclaughlin_GC1.txt"	3	0.162037	0.63	0.521
"M_meyer_GC1.txt"	4	0.122997	0.97	0.792
"M_middelboe_GC1.txt"	3	0.063756	0.923	0.867
"M_miklic_GC1.txt"	4	0.357807	0.009	0.004
"M_mizoguchi_GC1.txt"	4	0.078231	0.788	0.8
"M_owensmith_GC1.txt"	4	0.054558	0.823	0.781
"M_pantucek_GC1.txt"	3	0.026383	0.476	0.458
"M_PAS_GC1.txt"	4	0.368642	0.455	0.339
"M_paterson_GC1.txt"	3	0.165257	0.23	0.186
"M_Pol_Junker2013_GC1.txt"	12	0.538048	0.126	0.018
"M_Pol_Weiner2011_GC1.txt"	7	0.350523	0.999	0.546
"M_poullain_GC1.txt"	5	0.337104	0.674	0.56
"M_quiberoni_GC1.txt"	3	0.371481	0	0
"M_radloffanddutoit_GC1.txt"	4	0.123915	0.677	0.635
"M_rybniker_GC1.txt"	3	0.324898	0.076	0.013
"M_SANT10_GC1.txt"	7	0.296834	1	0.985
"M_seed_GC1.txt"	5	0.182622	0.775	0.675
"M_stenholm_GC1.txt"	3	0.143179	0	0
"M_STI_GC1.txt"	5	0.281442	0.936	0.727
"M_sullivan_GC1.txt"	6	0.36414	0.23	0.098
"M_suttle_GC1.txt"	3	0.308642	0.402	0.338
"M_synott_GC1.txt"	2	0.060445	0.806	0.593
"M_wang_GC1.txt"	2	0.367188	0.366	0.265
"M_wichels_GC1.txt"	5	0.202479	1	0.995
"M_zinno_GC1.txt"	6	0.657764	0.032	0.014
