"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Dillenia_suffruticosa"	"Excoecaria_benthiamiana"	"Memecylon_eleagni"	"Gastonia_crassa"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Neophyllomyza_approximatonervis"	"Forcipomyia_sp1_M_PL_128"	"Unidentified_sp6_M_PL_128"	"Xylocopa_caffra"	"Unidentified_sp1_M_PL_128"	"Mabuya_sechellensis"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_128"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_128"	"Unidentified_sp7_M_PL_128"	"Cratopus_aurostriatus"	"Unidentified_sp5_M_PL_128"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_128"	"Unidentified_sp4_M_PL_128"	"Chalcidoma_disjunctum"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp2_M_PL_128"
"Syzygium_wrightii"	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.18	0.18	0	0.18	0	0	0	0.18	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neophyllomyza_approximatonervis"	0.3	0	0.3	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Forcipomyia_sp1_M_PL_128"	0.45	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp6_M_PL_128"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylocopa_caffra"	0	0	0	0	0.45	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_PL_128"	0.3	0	0.3	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mabuya_sechellensis"	0	0	0	0	0	0	0	0	0.45	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nectarinia_dussumieri"	0	0	0	0	0.225	0	0	0	0.225	0.225	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_128"	0.3	0.3	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornidia_obesa"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phelsuma_sp1_M_PL_128"	0.3	0.3	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp7_M_PL_128"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cratopus_aurostriatus"	0.45	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp5_M_PL_128"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipyrellia_germana"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhiparida_seychellensis"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp3_M_PL_128"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp4_M_PL_128"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chalcidoma_disjunctum"	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polistes_olivaceus"	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Simosyrphus_aegyptius"	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp2_M_PL_128"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
