"Cinnamomum_verum"	"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Chrysobalanus_icaco"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Nepenthes_pervillei"	"Mimusops_sechellarum"	"Timonius_sechellensis"	"Apis_mellifera"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_118"	"Unidentified_sp2_M_PL_118"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_118"	"Hemipyrellia_sp1_M_PL_118"	"Leptotes_pirithous"	"Ornidia_obesa"	"Lampides_boeticus"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_118"
"Neophyllomyza_approximatonervis"	0.0233115918774401	0.627965808024632	0.0102058650831032	0.00367411142991716	0	0.000199244375020856	0.00131004587655356	0	0	0.0836880936814465	1.12286287548308	0.0682571530461556	0	0.000531318333388949	0.000816469206648259	0.0546057224369245	0.000868378104729707	0.000408234603324129	0.000863392291757041	0	0.000431696145878521	0
"Lygistorrhina_sp1_M_PL_118"	0.0233115918774401	0.627965808024632	0.0102058650831032	0.00367411142991716	0	0.000199244375020856	0.00131004587655356	0	0	0.0836880936814465	0.12286287548308	1.06825715304616	0	0.000531318333388949	0.000816469206648259	0.0546057224369245	0.000868378104729707	0.000408234603324129	0.000863392291757042	0	0.000431696145878521	0
"Unidentified_sp2_M_PL_118"	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.181729022141119	0.00611016083397291	0.00982938916769555	0.0035385801003704	0	0.463091701043941	0.00236781337956796	0	0	0.0806009911751035	0.00119546625012513	0.000664147916736186	0	1.23491120278384	0.000786351133415644	0.000531318333388949	0.00415462338839522	0.000393175566707822	0.00673070452374514	0	0.00336535226187257	0
"Nectarinia_dussumieri"	0.0345011559786114	0.00938939587645497	0.0151046803229928	0.605437684916277	0	0.000294881675030867	0.00193886789729927	0	0	0.123858378648541	0.00183705571495858	0.00102058650831032	0	0.000786351133415644	1.13454170775917	0.000816469206648258	0.00128519959499997	0.0672708538795864	0.00127782059180042	0	0.000638910295900211	0
"Unidentified_sp1_M_PL_118"	0.0233115918774401	0.627965808024632	0.0102058650831032	0.00367411142991716	0	0.000199244375020856	0.00131004587655356	0	0	0.0836880936814465	0.12286287548308	0.0682571530461556	0	0.000531318333388949	0.000816469206648258	1.05460572243692	0.000868378104729707	0.000408234603324129	0.000863392291757042	0	0.000431696145878521	0
"Hemipyrellia_sp1_M_PL_118"	0.243045468221121	0.0133151309391888	0.0214199932499994	0.0077111975699998	0	0.00207731169419761	0.37909756499216	0	0	0.175643944649995	0.00260513431418912	0.00144729684121618	0	0.00553949785119363	0.00171359945999996	0.00115783747297294	1.13086669700148	0.000856799729999978	0.00900168400818965	0	0.00450084200409482	0
"Leptotes_pirithous"	0.0345011559786114	0.00938939587645497	0.0151046803229928	0.605437684916277	0	0.000294881675030866	0.00193886789729927	0	0	0.123858378648541	0.00183705571495858	0.00102058650831032	0	0.000786351133415644	0.134541707759173	0.000816469206648258	0.00128519959499997	1.06727085387959	0.00127782059180042	0	0.000638910295900211	0
"Ornidia_obesa"	0.590619321958636	0.019858022710412	0.0319455147950105	0.0115003853262038	0	0.00504802839280885	0.00769539348359588	0	0	0.261953221319086	0.00388526531290669	0.0021584807293926	0	0.0134614090474903	0.00255564118360084	0.00172678458351408	0.0135025260122845	0.00127782059180042	1.02187478970217	0	0.0109373948510858	0
"Lampides_boeticus"	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0
"Megachile_seychellensis"	0.590619321958636	0.019858022710412	0.0319455147950105	0.0115003853262038	0	0.00504802839280885	0.00769539348359588	0	0	0.261953221319086	0.00388526531290669	0.0021584807293926	0	0.0134614090474903	0.00255564118360084	0.00172678458351408	0.0135025260122845	0.00127782059180042	0.0218747897021717	0	1.01093739485109	0
"Phelsuma_sp1_M_PL_118"	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333
