"Cinnamomum_verum"	"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Chrysobalanus_icaco"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Nepenthes_pervillei"	"Mimusops_sechellarum"	"Timonius_sechellensis"	"Apis_mellifera"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_118"	"Unidentified_sp2_M_PL_118"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_118"	"Hemipyrellia_sp1_M_PL_118"	"Leptotes_pirithous"	"Ornidia_obesa"	"Lampides_boeticus"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_118"
"Neophyllomyza_approximatonervis"	0.000118616654553252	0.100815913896272	5.38395750376604e-05	1.6260274340233e-05	0	3.31980561302132e-08	5.43741184146967e-06	0	0	0.00220742257654407	1.00394497054377	0.00219165030209287	0	4.42640748402842e-07	7.22678859565911e-07	0.0017533202416743	8.01815065554465e-07	3.61339429782955e-07	8.78641885579642e-07	0	4.39320942789821e-07	0
"Lygistorrhina_sp1_M_PL_118"	0.000118616654553252	0.100815913896272	5.38395750376604e-05	1.6260274340233e-05	0	3.31980561302132e-08	5.43741184146967e-06	0	0	0.00220742257654407	0.00394497054376718	1.00219165030209	0	4.42640748402842e-07	7.22678859565911e-07	0.0017533202416743	8.01815065554466e-07	3.61339429782955e-07	8.78641885579642e-07	0	4.39320942789821e-07	0
"Unidentified_sp2_M_PL_118"	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.0253336933961426	2.54518430331634e-05	5.05053093927643e-05	1.52532813602308e-05	0	0.0755738409441355	1.1356236036759e-05	0	0	0.00207071768510334	9.95941683906394e-07	5.53300935503553e-07	0	1.00765121258847	6.77923616010259e-07	4.42640748402842e-07	9.4585576462238e-05	3.38961808005129e-07	0.000187656988119575	0	9.38284940597874e-05	0
"Nectarinia_dussumieri"	0.000181666581000349	4.15540344250399e-05	8.24576578764704e-05	0.10069604425909	0	5.08442712007694e-08	8.32763343774079e-06	0	0	0.00338076397293529	1.6260274340233e-06	9.03348574457389e-07	0	6.77923616010259e-07	1.00447537974485	7.22678859565911e-07	1.22801475140624e-06	0.00223768987242423	1.34567837778036e-06	0	6.72839188890182e-07	0
"Unidentified_sp1_M_PL_118"	0.000118616654553252	0.100815913896272	5.38395750376604e-05	1.6260274340233e-05	0	3.31980561302132e-08	5.43741184146967e-06	0	0	0.00220742257654407	0.00394497054376718	0.00219165030209287	0	4.42640748402842e-07	7.22678859565911e-07	1.00175332024167	8.01815065554465e-07	3.61339429782955e-07	8.78641885579642e-07	0	4.39320942789821e-07	0
"Hemipyrellia_sp1_M_PL_118"	0.0337954264699576	6.14724883591756e-05	0.000121982798639686	3.6840442542187e-05	0	9.4585576462238e-06	0.0669849202529561	0	0	0.00500129474422712	2.4054451966634e-06	1.33635844259078e-06	0	0.000126114101949651	1.63735300187498e-06	1.06908675407262e-06	1.00459082959638	8.1867650093749e-07	0.000250336492370057	0	0.000125168246185028	0
"Leptotes_pirithous"	0.000181666581000349	4.15540344250399e-05	8.24576578764704e-05	0.10069604425909	0	5.08442712007694e-08	8.32763343774079e-06	0	0	0.00338076397293529	1.6260274340233e-06	9.03348574457389e-07	0	6.77923616010259e-07	0.00447537974484846	7.22678859565911e-07	1.22801475140623e-06	1.00223768987242	1.34567837778036e-06	0	6.72839188890182e-07	0
"Ornidia_obesa"	0.100574762782686	0.000101043816841659	0.000200506078289274	6.05555270001164e-05	0	2.81485482179362e-05	4.50842570659331e-05	0	0	0.00822074920986024	3.95388848510839e-06	2.1966047139491e-06	0	0.00037531397623915	2.69135675556073e-06	1.75728377115928e-06	0.000375504738555085	1.34567837778036e-06	1.00074499824283	0	0.000372499121417356	0
"Lampides_boeticus"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0
"Megachile_seychellensis"	0.100574762782686	0.000101043816841659	0.000200506078289274	6.05555270001164e-05	0	2.81485482179362e-05	4.50842570659331e-05	0	0	0.00822074920986024	3.95388848510839e-06	2.1966047139491e-06	0	0.000375313976239149	2.69135675556073e-06	1.75728377115928e-06	0.000375504738555085	1.34567837778036e-06	0.000744998242834712	0	1.00037249912142	0
"Phelsuma_sp1_M_PL_118"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101
