"Rhombomys_opimus"	"Meriones_libycus"	"Meriones_tamariscinus"	"Meriones_meridianus"	"Cricetulus_migratorius"	"Spermophilus_erythrogenys"	"Apodemus_uralensis"	"Allactaga_elater"	"Xenopsylla_gerbilli"	"Paradoxopsyllus_repandus"	"Echidnophaga_oschanini"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Ctenophthalmus_dolichus"	"Rhadinopsylla_cedestis"	"Xenopsylla_hirtipes"	"Stenoponia_conspecta"	"Stenoponia_vlasovi"	"Paradoxopsyllus_teretifrons"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Pectinoctenus_lauta"	"Neopsylla_setosa"	"Neopsylla_mana"	"Mesopsylla_hebes"
"Nosopsyllus_laeviceps"	0.0888033114381064	0.0121837109092518	1.87715399934035e-05	4.20741413645251e-06	7.09739991091951e-08	0	2.87346139025752e-08	0	0.00771496472957903	0.000429509565239188	0.000394877214462674	0.000231997867355474	1.00052757138835	0.000660240372181779	4.53165367438825e-05	2.1090715214134e-05	1.65305605732402e-05	1.53905219130167e-05	1.4820502582905e-05	2.0139866003453e-05	3.99190966075984e-06	3.99013531078211e-06	7.04712676734414e-09	0	5.71168714667833e-07	0
"Xenopsylla_conformis"	0.0057409158693373	0.0602306396519475	0.0286230318941995	0.0064155071486999	4.58829463899322e-09	0	1.85762217963628e-09	0	0.0011010393408139	2.77667379648607e-05	0.000261204905079827	1.49980920394138e-05	0.00189333636140363	1.00674112179598	2.92960274479951e-06	1.36346291267398e-06	1.06866012074447e-06	9.94959422762096e-07	9.58109073770907e-07	5.36746736235066e-05	2.58067150304296e-07	2.57952442938321e-07	4.55579428702668e-10	0	3.69246538783742e-08	0
"Ctenophthalmus_dolichus"	0.101006512691639	3.34408932042481e-06	1.06866012074447e-07	2.39527268442727e-08	8.07271263391546e-08	0	3.26832760720045e-08	0	0.00863476484135962	0.000488532045145068	0.00039421031682933	0.000263878622925073	0.000166730654057681	3.75873559710125e-06	1.00005154385878	2.39889657204612e-05	1.88021623214426e-05	1.75054614716879e-05	1.68571110468106e-05	1.0700728344679e-05	4.54047115229979e-06	4.53845297414131e-06	8.01553103975686e-09	0	6.49657755920211e-07	0
"Rhadinopsylla_cedestis"	0.101006512691639	3.34408932042481e-06	1.06866012074447e-07	2.39527268442727e-08	8.07271263391546e-08	0	3.26832760720044e-08	0	0.00863476484135962	0.000488532045145068	0.00039421031682933	0.000263878622925073	0.000166730654057681	3.75873559710125e-06	5.15438587777478e-05	1.00002398896572	1.88021623214426e-05	1.75054614716879e-05	1.68571110468106e-05	1.0700728344679e-05	4.54047115229979e-06	4.53845297414131e-06	8.01553103975686e-09	0	6.49657755920211e-07	0
"Xenopsylla_hirtipes"	0.101006512691639	3.34408932042481e-06	1.06866012074447e-07	2.39527268442727e-08	8.07271263391546e-08	0	3.26832760720044e-08	0	0.00863476484135962	0.000488532045145068	0.00039421031682933	0.000263878622925073	0.000166730654057681	3.75873559710125e-06	5.15438587777478e-05	2.39889657204612e-05	1.00001880216232	1.75054614716879e-05	1.68571110468106e-05	1.0700728344679e-05	4.54047115229979e-06	4.53845297414131e-06	8.01553103975686e-09	0	6.49657755920211e-07	0
"Stenoponia_conspecta"	0.101006512691639	3.34408932042481e-06	1.06866012074447e-07	2.39527268442727e-08	8.07271263391545e-08	0	3.26832760720044e-08	0	0.00863476484135962	0.000488532045145068	0.00039421031682933	0.000263878622925073	0.000166730654057681	3.75873559710125e-06	5.15438587777478e-05	2.39889657204612e-05	1.88021623214426e-05	1.00001750546147	1.68571110468106e-05	1.0700728344679e-05	4.54047115229979e-06	4.53845297414131e-06	8.01553103975686e-09	0	6.4965775592021e-07	0
"Stenoponia_vlasovi"	0.101006512691639	3.34408932042481e-06	1.06866012074447e-07	2.39527268442727e-08	8.07271263391546e-08	0	3.26832760720044e-08	0	0.00863476484135962	0.000488532045145068	0.00039421031682933	0.000263878622925073	0.000166730654057681	3.75873559710125e-06	5.15438587777478e-05	2.39889657204612e-05	1.88021623214426e-05	1.75054614716879e-05	1.00001685711105	1.0700728344679e-05	4.54047115229979e-06	4.53845297414131e-06	8.01553103975686e-09	0	6.4965775592021e-07	0
"Paradoxopsyllus_teretifrons"	0.0952609410752878	0.00573816468462009	8.8946602004668e-06	1.99363073458739e-06	7.61351107017088e-08	0	3.08241474047078e-08	0	0.00820169999999813	0.00046074278901232	0.000394524308874003	0.000248868367787677	0.000336623474629143	0.000312846669119867	4.86118801943987e-05	2.2624397071607e-05	1.77326355426109e-05	1.65096951603618e-05	1.58982249692373e-05	1.00001514490986	4.28219471563913e-06	4.28029133787159e-06	7.55958214691063e-09	0	6.12703157020701e-07	0
"Neopsylla_teratura"	0.083218823625504	2.75518055151506e-06	8.80464395155834e-08	1.97345467879756e-08	0.0177549801065979	0	3.34343164613227e-05	0	0.00711414495196495	0.000402499413324458	0.000324788154281952	0.000217408442233649	0.000137368655973206	3.09680580365155e-06	4.24667596009216e-05	1.97644038394226e-05	1.54910192254934e-05	1.44226730720111e-05	1.38884999952699e-05	8.81628323808055e-06	1.0004476137142	3.73921153718806e-06	0.00133362956698252	0	1.87154573519406e-06	0
"Nosopsyllus_tersus"	0.101006512691639	3.34408932042481e-06	1.06866012074447e-07	2.39527268442727e-08	8.07271263391545e-08	0	3.26832760720044e-08	0	0.00863476484135962	0.000488532045145068	0.00039421031682933	0.000263878622925073	0.000166730654057681	3.75873559710125e-06	5.15438587777478e-05	2.39889657204612e-05	1.88021623214426e-05	1.75054614716879e-05	1.68571110468106e-05	1.0700728344679e-05	4.54047115229979e-06	1.00000453845297	8.01553103975686e-09	0	6.4965775592021e-07	0
"Pectinoctenus_lauta"	0.000208123263447287	6.89047432763849e-09	2.20196723872956e-10	4.93544381094557e-11	0.0755719680708941	0	0.0252300025157341	0	1.7791876879959e-05	1.00661710640947e-06	8.12267797756572e-07	5.43720188863507e-07	3.43547429908027e-07	7.74485028794536e-09	1.06205786276778e-07	4.94291080785006e-08	3.87417333588248e-08	3.60698896789059e-08	3.47339678389464e-08	2.20487812618227e-08	0.00188930855322523	9.35145287971633e-09	1.00718169775626	0	0.0010092014365512	0
"Neopsylla_setosa"	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0
"Neopsylla_mana"	0.0506050908974048	1.67541616396332e-06	5.35407481236426e-08	1.20005125104716e-08	0.00022721068915416	0	0.0501760584661175	0	0.00432608797225496	0.000244758559542939	0.000197502600418896	0.000132205353329763	8.35334245201706e-05	1.88315734779708e-06	2.58238957978284e-05	1.20186684845239e-05	9.42003746084306e-06	8.77037970492284e-06	8.44555082696273e-06	5.36115262393113e-06	7.95406937457475e-06	2.27380214572074e-06	0.00302760430965361	0	1.00200736716752	0
"Mesopsylla_hebes"	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101
