"Aphloia_theiformis"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Molinaea_macrantha"	"Casearia_coriacea"	"Gaertnera_sp1_M_PL_082"	"Syzygium_petrinese"	"Croton_grangeroides"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Cordemoya_integrifolia"	"Erythroxylum_macrocarpum"	"Musca_domestica"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_082"	"Chaetocnema_sp1_M_PL_082"	"Eristalinus_flaveolus"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Villa_unifasciata"	"Panara_naso"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Nacoleia_sp1_M_PL_082"	"Phorinia_sp1_M_PL_082"	"Sarcophaga_arno"	"Allograpta_nasuta"	"Episyrphus_sp1_M_PL_082"	"Hippotion_eson"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_082"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_082"	"Ornidia_obesa"	"Orthellia_albigena"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_082"
"Allograpta_nasuta"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Episyrphus_sp1_M_PL_082"	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hippotion_eson"	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptotes_pirithous"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygaeidae_sp1_M_PL_082"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Macroglossum_milvus"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mordellidae_sp1_M_PL_082"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornidia_obesa"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Orthellia_albigena"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stomoxys_calcitrans"	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syritta_sp1_M_PL_082"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
