File	N.modules	Modularity	P.Null1	P.Null2
M_A_HP_012_GC1.txt	4	0.246662	0.000000	0.000000
M_A_HP_013_GC1.txt	4	0.222170	0.000000	0.000000
M_A_HP_014_GC1.txt	4	0.292820	0.000000	0.000000
M_A_HP_015_GC1.txt	3	0.250000	0.000000	0.000000
M_A_HP_016_GC1.txt	3	0.267589	0.000000	0.000000
M_A_HP_017_GC1.txt	4	0.288089	0.000000	0.000000
M_A_HP_018_GC1.txt	4	0.216256	0.000000	0.000000
M_A_HP_019_GC1.txt	6	0.429012	0.000000	0.000000
M_A_HP_020_GC1.txt	3	0.206084	0.000000	0.000000
M_A_HP_021_GC1.txt	5	0.227147	0.000000	0.000000
M_A_HP_022_GC1.txt	5	0.328720	0.000000	0.000000
M_A_HP_023_GC1.txt	3	0.229030	0.000000	0.000000
M_A_HP_024_GC1.txt	4	0.350416	0.000000	0.000000
M_A_HP_025_GC1.txt	6	0.401072	0.000000	0.000000
M_A_HP_026_GC1.txt	4	0.167873	0.000000	0.000000
M_A_HP_027_GC1.txt	5	0.308028	0.000000	0.000000
M_A_HP_028_GC1.txt	3	0.380623	0.000000	0.000000
M_A_HP_029_GC1.txt	5	0.476046	0.000000	0.000000
M_A_HP_030_GC1.txt	5	0.325200	0.000000	0.000000
M_A_HP_031_GC1.txt	4	0.263114	0.000000	0.000000
M_A_HP_032_GC1.txt	4	0.429251	0.000000	0.000000
M_A_HP_033_GC1.txt	6	0.184496	0.000000	0.000000
M_A_HP_034_GC1.txt	4	0.206531	0.000000	0.000000
M_A_HP_035_GC1.txt	4	0.364444	0.000000	0.000000
M_A_HP_036_GC1.txt	3	0.423333	0.000000	0.000000
M_A_HP_037_GC1.txt	5	0.336173	0.000000	0.000000
M_A_HP_038_GC1.txt	4	0.364475	0.000000	0.000000
M_A_HP_039_GC1.txt	4	0.281807	0.000000	0.000000
M_A_HP_040_GC1.txt	4	0.408284	0.000000	0.000000
M_A_HP_041_GC1.txt	3	0.236800	0.000000	0.000000
M_A_HP_042_GC1.txt	5	0.436406	0.000000	0.000000
M_A_HP_043_GC1.txt	5	0.291281	0.000000	0.000000
M_A_HP_044_GC1.txt	5	0.233966	0.000000	0.000000
M_A_HP_045_GC1.txt	4	0.204986	0.000000	0.000000
M_A_HP_046_GC1.txt	4	0.246422	0.000000	0.000000
M_A_HP_047_GC1.txt	4	0.212456	0.000000	0.000000
M_A_HP_048_GC1.txt	3	0.260067	0.000000	0.000000
M_A_HP_049_GC1.txt	3	0.350427	0.000000	0.000000
M_A_HP_050_GC1.txt	6	0.265837	0.000000	0.000000
M_A_HP_051_GC1.txt	4	0.248930	0.000000	0.000000
M_A_PH_004_GC1.txt	5	0.422909	0.000000	0.000000
M_A_PH_005_GC1.txt	5	0.419192	0.000000	0.000000
M_A_PH_006_GC1.txt	5	0.392539	0.000000	0.000000
M_A_PH_007_GC1.txt	3	0.328753	0.000000	0.000000
M_bac15_GC1.txt	3	0.200225	0.000000	0.000000
M_barrangou_GC1.txt	2	0.214400	0.000000	0.000000
M_basker_GC1.txt	4	0.175385	0.000000	0.000000
M_braunbreton_GC1.txt	3	0.175556	0.000000	0.000000
M_campbell_GC1.txt	4	0.224490	0.000000	0.000000
M_capparelli_GC1.txt	4	0.256516	0.000000	0.000000
M_caso_GC1.txt	2	0.187500	0.000000	0.000000
M_ceyssens_GC1.txt	2	0.214031	0.000000	0.000000
M_comeau2005_GC1.txt	4	0.173996	0.000000	0.000000
M_comeau2006_GC1.txt	4	0.218472	0.000000	0.000000
M_depaola_GC1.txt	3	0.291913	0.000000	0.000000
M_doi_GC1.txt	3	0.101852	0.000000	0.000000
M_DON_GC1.txt	4	0.415758	0.000000	0.000000
M_duplessis_GC1.txt	2	0.300000	0.000000	0.000000
M_ESKI_GC1.txt	5	0.329142	0.000000	0.000000
M_FARIA_GC1.txt	5	0.374694	0.000000	0.000000
M_gamage_GC1.txt	3	0.218750	0.000000	0.000000
M_goodridge_GC1.txt	2	0.316667	0.000000	0.000000
M_GOR_GC1.txt	3	0.459756	0.000000	0.000000
M_hansen_GC1.txt	3	0.161513	0.000000	0.000000
M_Herb_Basset&Sam_GC1.txt	5	0.367927	0.000000	0.000000
M_Herb_Bluthgen2006_GC1.txt	6	0.529600	0.000000	0.000000
M_Herb_Bodner2009_GC1.txt	4	0.574074	0.000000	0.000000
M_Herb_Coley2006_GC1.txt	8	0.705714	0.000000	0.000000
M_Herb_Dawah1995_GC1.txt	3	0.367347	0.000000	0.000000
M_Herb_Futuyma1979_GC1.txt	5	0.180563	0.000000	0.000000
M_Herb_Hen&Mem_P100_GC1.txt	8	0.495563	0.000000	0.000000
M_Herb_Hen&Mem_P199_GC1.txt	6	0.518659	0.000000	0.000000
M_Herb_Hen&Mem_P200_GC1.txt	8	0.514320	0.000000	0.000000
M_Herb_Hen&Mem_P299_GC1.txt	7	0.551853	0.000000	0.000000
M_Herb_Janzen1980_GC1.txt	4	0.512397	0.000000	0.000000
M_Herb_Jermy2003_GC1.txt	4	0.404321	0.000000	0.000000
M_Herb_Loye1992_GC1.txt	6	0.631634	0.000000	0.000000
M_Herb_Memmott1994_GC1.txt	4	0.372781	0.000000	0.000000
M_Herb_Muller1999_GC1.txt	2	0.240000	0.000000	0.000000
M_Herb_Nakagawa2003_96_GC1.txt	6	0.334231	0.000000	0.000000
M_Herb_Nakagawa2003_98_GC1.txt	6	0.396933	0.000000	0.000000
M_Herb_Novotny2005_GC1.txt	4	0.357143	0.000000	0.000000
M_Herb_Novotny2012_GC1.txt	5	0.436927	0.000000	0.000000
M_Herb_Pearse&Alterm_GC1.txt	13	0.552863	0.000000	0.000000
M_Herb_Prado&Lewin_GC1.txt	6	0.626365	0.000000	0.000000
M_Herb_Rathcke1976_70_GC1.txt	4	0.340136	0.000000	0.000000
M_Herb_Rathcke1976_71_GC1.txt	4	0.395000	0.000000	0.000000
M_Herb_Stary&Hav_GC1.txt	6	0.622449	0.000000	0.000000
M_Herb_Tavakilian1997_GC1.txt	12	0.749479	0.000000	0.000000
M_Herb_Tscharnatke2001_GC1.txt	4	0.333333	0.000000	0.000000
M_Herb_Ueckert&Hans_GC1.txt	3	0.344529	0.000000	0.000000
M_holmfeldt_GC1.txt	4	0.186912	0.000000	0.000000
M_IZ_PA_COLpen_GC1.txt	2	0.222222	0.000000	0.000000
M_IZ_PA_DIM100_GC1.txt	2	0.222222	0.000000	0.000000
M_IZ_PA_DIM100_GC2.txt	2	0.222222	0.000000	0.000000
M_IZ_PA_FLO_GC1.txt	3	0.250000	0.000000	0.000000
M_IZ_PA_PAcamp_GC1.txt	2	0.250000	0.000000	0.000000
M_IZ_PA_PAcamp_GC2.txt	2	0.160000	0.000000	0.000000
M_IZ_PA_POW_GC1.txt	2	0.250000	0.000000	0.000000
M_KAIS09_CONT_GC1.txt	6	0.308214	0.000000	0.000000
M_KAIS09_REST_GC1.txt	7	0.315987	0.000000	0.000000
M_kankila_GC1.txt	2	0.043369	0.000000	0.000000
M_krylov_GC1.txt	3	0.123100	0.000000	0.000000
M_kudva_GC1.txt	7	0.000000	0.000000	0.000000
M_langley_GC1.txt	3	0.309458	0.000000	0.000000
M_mclaughlin_GC1.txt	3	0.191358	0.000000	0.000000
M_meyer_GC1.txt	2	0.220151	0.000000	0.000000
M_middelboe_GC1.txt	3	0.084060	0.000000	0.000000
M_miklic_GC1.txt	3	0.378028	0.000000	0.000000
M_mizoguchi_GC1.txt	2	0.149660	0.000000	0.000000
M_M_AF_001_GC1.txt	5	0.289531	0.000000	0.000000
M_M_AF_002_01_GC1.txt	4	0.440000	0.000000	0.000000
M_M_AF_002_03_GC1.txt	2	0.250000	0.000000	0.000000
M_M_AF_002_04_GC1.txt	3	0.437500	0.000000	0.000000
M_M_AF_002_05_GC1.txt	2	0.333333	0.000000	0.000000
M_M_AF_002_06_GC1.txt	3	0.367347	0.000000	0.000000
M_M_AF_002_08_GC1.txt	3	0.408163	0.000000	0.000000
M_M_AF_002_09_GC1.txt	3	0.387755	0.000000	0.000000
M_M_AF_002_10_GC1.txt	2	0.250000	0.000000	0.000000
M_M_AF_002_12_GC1.txt	3	0.387755	0.000000	0.000000
M_M_AF_002_13_GC1.txt	2	0.320000	0.000000	0.000000
M_M_AF_002_14_GC1.txt	3	0.367347	0.000000	0.000000
M_M_AF_002_15_GC1.txt	3	0.333333	0.000000	0.000000
M_M_PA_001_GC1.txt	2	0.375000	0.000000	0.000000
M_M_PA_002_GC1.txt	3	0.248521	0.000000	0.000000
M_M_PA_003_GC1.txt	4	0.580716	0.000000	0.000000
M_M_PA_004_GC1.txt	5	0.305173	0.000000	0.000000
M_M_PL_001_GC1.txt	8	0.509090	0.000000	0.000000
M_M_PL_002_GC1.txt	6	0.507396	0.000000	0.000000
M_M_PL_003_GC1.txt	7	0.587563	0.000000	0.000000
M_M_PL_004_GC1.txt	5	0.478952	0.000000	0.000000
M_M_PL_005_GC1.txt	10	0.423537	0.000000	0.000000
M_M_PL_006_GC1.txt	5	0.399465	0.000000	0.000000
M_M_PL_007_GC1.txt	6	0.423753	0.000000	0.000000
M_M_PL_008_GC1.txt	5	0.358580	0.000000	0.000000
M_M_PL_009_GC1.txt	7	0.507923	0.000000	0.000000
M_M_PL_010_GC1.txt	6	0.249091	0.000000	0.000000
M_M_PL_011_GC1.txt	5	0.329142	0.000000	0.000000
M_M_PL_012_GC1.txt	6	0.458026	0.000000	0.000000
M_M_PL_013_GC1.txt	6	0.444622	0.000000	0.000000
M_M_PL_014_GC1.txt	7	0.492299	0.000000	0.000000
M_M_PL_015_GC1.txt	6	0.441560	0.000000	0.000000
M_M_PL_016_GC1.txt	7	0.468576	0.000000	0.000000
M_M_PL_017_GC1.txt	5	0.339851	0.000000	0.000000
M_M_PL_018_GC1.txt	6	0.378985	0.000000	0.000000
M_M_PL_019_GC1.txt	7	0.411673	0.000000	0.000000
M_M_PL_020_GC1.txt	5	0.464965	0.000000	0.000000
M_M_PL_021_GC1.txt	12	0.628991	0.000000	0.000000
M_M_PL_022_GC1.txt	8	0.624764	0.000000	0.000000
M_M_PL_023_GC1.txt	8	0.572091	0.000000	0.000000
M_M_PL_024_GC1.txt	4	0.379247	0.000000	0.000000
M_M_PL_025_GC1.txt	6	0.312534	0.000000	0.000000
M_M_PL_026_GC1.txt	8	0.563004	0.000000	0.000000
M_M_PL_027_GC1.txt	6	0.556162	0.000000	0.000000
M_M_PL_028_GC1.txt	8	0.477759	0.000000	0.000000
M_M_PL_029_GC1.txt	7	0.481648	0.000000	0.000000
M_M_PL_030_GC1.txt	8	0.558769	0.000000	0.000000
M_M_PL_031_GC1.txt	8	0.595092	0.000000	0.000000
M_M_PL_032_GC1.txt	5	0.357160	0.000000	0.000000
M_M_PL_033_GC1.txt	5	0.266435	0.000000	0.000000
M_M_PL_034_GC1.txt	8	0.443319	0.000000	0.000000
M_M_PL_035_GC1.txt	6	0.481221	0.000000	0.000000
M_M_PL_036_GC1.txt	4	0.444444	0.000000	0.000000
M_M_PL_037_GC1.txt	5	0.501157	0.000000	0.000000
M_M_PL_038_GC1.txt	4	0.439994	0.000000	0.000000
M_M_PL_039_GC1.txt	6	0.461451	0.000000	0.000000
M_M_PL_040_GC1.txt	6	0.545540	0.000000	0.000000
M_M_PL_041_GC1.txt	5	0.406524	0.000000	0.000000
M_M_PL_042_GC1.txt	3	0.312500	0.000000	0.000000
M_M_PL_043_GC1.txt	7	0.404208	0.000000	0.000000
M_M_PL_044_GC1.txt	13	0.619743	0.000000	0.000000
M_M_PL_045_GC1.txt	5	0.456035	0.000000	0.000000
M_M_PL_046_GC1.txt	3	0.216798	0.000000	0.000000
M_M_PL_047_GC1.txt	7	0.419006	0.000000	0.000000
M_M_PL_048_GC1.txt	6	0.384323	0.000000	0.000000
M_M_PL_049_GC1.txt	7	0.446639	0.000000	0.000000
M_M_PL_050_GC1.txt	4	0.426176	0.000000	0.000000
M_M_PL_051_GC1.txt	6	0.490965	0.000000	0.000000
M_M_PL_052_GC1.txt	6	0.408646	0.000000	0.000000
M_M_PL_053_GC1.txt	10	0.634205	0.000000	0.000000
M_M_PL_054_GC1.txt	9	0.546585	0.000000	0.000000
M_M_PL_055_GC1.txt	11	0.561353	0.000000	0.000000
M_M_PL_056_GC1.txt	9	0.548026	0.000000	0.000000
M_M_PL_057_GC1.txt	11	0.544604	0.000000	0.000000
M_M_PL_058_GC1.txt	6	0.341403	0.000000	0.000000
M_M_PL_059_GC1.txt	3	0.230113	0.000000	0.000000
M_M_PL_060_01_GC1.txt	6	0.359114	0.000000	0.000000
M_M_PL_060_02_GC1.txt	5	0.336623	0.000000	0.000000
M_M_PL_060_03_GC1.txt	5	0.340296	0.000000	0.000000
M_M_PL_060_04_GC1.txt	6	0.399421	0.000000	0.000000
M_M_PL_060_05_GC1.txt	6	0.491418	0.000000	0.000000
M_M_PL_060_06_GC1.txt	6	0.566205	0.000000	0.000000
M_M_PL_060_07_GC1.txt	7	0.459448	0.000000	0.000000
M_M_PL_060_08_GC1.txt	5	0.513310	0.000000	0.000000
M_M_PL_060_09_GC1.txt	6	0.522179	0.000000	0.000000
M_M_PL_060_10_GC1.txt	5	0.483965	0.000000	0.000000
M_M_PL_060_11_GC1.txt	5	0.547864	0.000000	0.000000
M_M_PL_060_12_GC1.txt	4	0.399885	0.000000	0.000000
M_M_PL_060_13_GC1.txt	5	0.449072	0.000000	0.000000
M_M_PL_060_14_GC1.txt	5	0.335782	0.000000	0.000000
M_M_PL_060_15_GC1.txt	5	0.319678	0.000000	0.000000
M_M_PL_060_16_GC1.txt	6	0.375115	0.000000	0.000000
M_M_PL_060_17_GC1.txt	4	0.401600	0.000000	0.000000
M_M_PL_060_18_GC1.txt	7	0.460444	0.000000	0.000000
M_M_PL_060_19_GC1.txt	6	0.449732	0.000000	0.000000
M_M_PL_060_20_GC1.txt	5	0.493061	0.000000	0.000000
M_M_PL_060_21_GC1.txt	4	0.490234	0.000000	0.000000
M_M_PL_060_22_GC1.txt	5	0.463867	0.000000	0.000000
M_M_PL_060_23_GC1.txt	5	0.460142	0.000000	0.000000
M_M_PL_060_24_GC1.txt	5	0.551605	0.000000	0.000000
M_M_PL_061_01_GC1.txt	3	0.529412	0.000000	0.000000
M_M_PL_061_02_GC1.txt	4	0.390947	0.000000	0.000000
M_M_PL_061_03_GC1.txt	5	0.451389	0.000000	0.000000
M_M_PL_061_04_GC1.txt	5	0.369898	0.000000	0.000000
M_M_PL_061_05_GC1.txt	5	0.430604	0.000000	0.000000
M_M_PL_061_06_GC1.txt	6	0.387634	0.000000	0.000000
M_M_PL_061_07_GC1.txt	5	0.294276	0.000000	0.000000
M_M_PL_061_08_GC1.txt	4	0.401633	0.000000	0.000000
M_M_PL_061_09_GC1.txt	3	0.520000	0.000000	0.000000
M_M_PL_061_10_GC1.txt	5	0.510000	0.000000	0.000000
M_M_PL_061_11_GC1.txt	3	0.496094	0.000000	0.000000
M_M_PL_061_12_GC1.txt	4	0.411458	0.000000	0.000000
M_M_PL_061_13_GC1.txt	4	0.384615	0.000000	0.000000
M_M_PL_061_14_GC1.txt	4	0.415225	0.000000	0.000000
M_M_PL_061_15_GC1.txt	4	0.412305	0.000000	0.000000
M_M_PL_061_16_GC1.txt	4	0.417014	0.000000	0.000000
M_M_PL_061_17_GC1.txt	4	0.444444	0.000000	0.000000
M_M_PL_061_18_GC1.txt	5	0.560816	0.000000	0.000000
M_M_PL_061_19_GC1.txt	5	0.470558	0.000000	0.000000
M_M_PL_061_20_GC1.txt	4	0.482993	0.000000	0.000000
M_M_PL_061_21_GC1.txt	6	0.442401	0.000000	0.000000
M_M_PL_061_22_GC1.txt	4	0.413580	0.000000	0.000000
M_M_PL_061_23_GC1.txt	5	0.532025	0.000000	0.000000
M_M_PL_061_24_GC1.txt	4	0.461248	0.000000	0.000000
M_M_PL_061_25_GC1.txt	4	0.369615	0.000000	0.000000
M_M_PL_061_26_GC1.txt	5	0.352041	0.000000	0.000000
M_M_PL_061_27_GC1.txt	4	0.467120	0.000000	0.000000
M_M_PL_061_28_GC1.txt	4	0.474537	0.000000	0.000000
M_M_PL_061_29_GC1.txt	4	0.409599	0.000000	0.000000
M_M_PL_061_30_GC1.txt	4	0.375556	0.000000	0.000000
M_M_PL_061_31_GC1.txt	5	0.368163	0.000000	0.000000
M_M_PL_061_32_GC1.txt	4	0.462277	0.000000	0.000000
M_M_PL_061_34_GC1.txt	3	0.407407	0.000000	0.000000
M_M_PL_061_35_GC1.txt	4	0.503906	0.000000	0.000000
M_M_PL_061_36_GC1.txt	5	0.443288	0.000000	0.000000
M_M_PL_061_37_GC1.txt	4	0.445105	0.000000	0.000000
M_M_PL_061_38_GC1.txt	6	0.446897	0.000000	0.000000
M_M_PL_061_39_GC1.txt	5	0.387524	0.000000	0.000000
M_M_PL_061_40_GC1.txt	5	0.366882	0.000000	0.000000
M_M_PL_061_41_GC1.txt	3	0.456790	0.000000	0.000000
M_M_PL_061_42_GC1.txt	4	0.408163	0.000000	0.000000
M_M_PL_061_43_GC1.txt	5	0.556800	0.000000	0.000000
M_M_PL_061_44_GC1.txt	4	0.433884	0.000000	0.000000
M_M_PL_061_45_GC1.txt	5	0.484000	0.000000	0.000000
M_M_PL_061_46_GC1.txt	6	0.499259	0.000000	0.000000
M_M_PL_061_47_GC1.txt	5	0.374362	0.000000	0.000000
M_M_PL_061_48_GC1.txt	5	0.436523	0.000000	0.000000
M_M_PL_062_GC1.txt	3	0.306837	0.000000	0.000000
M_M_PL_063_GC1.txt	4	0.328971	0.000000	0.000000
M_M_PL_064_GC1.txt	5	0.387695	0.000000	0.000000
M_M_PL_065_GC1.txt	5	0.307851	0.000000	0.000000
M_M_PL_066_GC1.txt	5	0.232877	0.000000	0.000000
M_M_PL_067_GC1.txt	3	0.323470	0.000000	0.000000
M_M_PL_068_GC1.txt	4	0.311076	0.000000	0.000000
M_M_PL_069_01_GC1.txt	4	0.444709	0.000000	0.000000
M_M_PL_069_02_GC1.txt	3	0.402344	0.000000	0.000000
M_M_PL_069_03_GC1.txt	4	0.235556	0.000000	0.000000
M_M_PL_070_GC1.txt	3	0.228435	0.000000	0.000000
M_M_PL_071_GC1.txt	5	0.348567	0.000000	0.000000
M_M_PL_072_01_GC1.txt	7	0.475809	0.000000	0.000000
M_M_PL_072_02_GC1.txt	5	0.482734	0.000000	0.000000
M_M_PL_072_03_GC1.txt	6	0.441823	0.000000	0.000000
M_M_PL_072_04_GC1.txt	4	0.411447	0.000000	0.000000
M_M_PL_072_05_GC1.txt	6	0.425436	0.000000	0.000000
M_M_SD_001_GC1.txt	5	0.324800	0.000000	0.000000
M_M_SD_002_GC1.txt	4	0.220888	0.000000	0.000000
M_M_SD_003_GC1.txt	5	0.401817	0.000000	0.000000
M_M_SD_004_GC1.txt	5	0.388977	0.000000	0.000000
M_M_SD_005_GC1.txt	5	0.496219	0.000000	0.000000
M_M_SD_006_GC1.txt	4	0.453600	0.000000	0.000000
M_M_SD_007_GC1.txt	6	0.334540	0.000000	0.000000
M_M_SD_008_GC1.txt	3	0.126033	0.000000	0.000000
M_M_SD_009_GC1.txt	3	0.393352	0.000000	0.000000
M_M_SD_010_GC1.txt	5	0.273395	0.000000	0.000000
M_M_SD_011_GC1.txt	4	0.355364	0.000000	0.000000
M_M_SD_012_GC1.txt	6	0.386376	0.000000	0.000000
M_M_SD_013_GC1.txt	4	0.367389	0.000000	0.000000
M_M_SD_014_GC1.txt	3	0.236186	0.000000	0.000000
M_M_SD_015_GC1.txt	3	0.182396	0.000000	0.000000
M_M_SD_016_GC1.txt	4	0.206060	0.000000	0.000000
M_M_SD_017_GC1.txt	3	0.201389	0.000000	0.000000
M_M_SD_018_GC1.txt	7	0.618366	0.000000	0.000000
M_M_SD_019_GC1.txt	5	0.399857	0.000000	0.000000
M_M_SD_020_GC1.txt	5	0.328489	0.000000	0.000000
M_M_SD_021_GC1.txt	4	0.291208	0.000000	0.000000
M_M_SD_022_GC1.txt	7	0.382201	0.000000	0.000000
M_M_SD_023_GC1.txt	4	0.329640	0.000000	0.000000
M_M_SD_024_GC1.txt	3	0.250000	0.000000	0.000000
M_M_SD_025_GC1.txt	3	0.258264	0.000000	0.000000
M_M_SD_026_GC1.txt	3	0.222222	0.000000	0.000000
M_M_SD_027_GC1.txt	3	0.176899	0.000000	0.000000
M_M_SD_028_GC1.txt	4	0.165680	0.000000	0.000000
M_M_SD_029_GC1.txt	3	0.300000	0.000000	0.000000
M_M_SD_030_GC1.txt	3	0.280992	0.000000	0.000000
M_M_SD_031_GC1.txt	5	0.421399	0.000000	0.000000
M_M_SD_032_GC1.txt	4	0.352617	0.000000	0.000000
M_M_SD_033_GC1.txt	4	0.254895	0.000000	0.000000
M_M_SD_034_GC1.txt	6	0.310274	0.000000	0.000000
M_owensmith_GC1.txt	3	0.100981	0.000000	0.000000
M_pantucek_GC1.txt	3	0.053470	0.000000	0.000000
M_PAS_GC1.txt	4	0.389136	0.000000	0.000000
M_paterson_GC1.txt	4	0.183254	0.000000	0.000000
M_Pol_Junker2013_GC1.txt	9	0.539285	0.000000	0.000000
M_Pol_Weiner2011_GC1.txt	5	0.373489	0.000000	0.000000
M_poullain_GC1.txt	5	0.375491	0.000000	0.000000
M_quiberoni_GC1.txt	3	0.376215	0.000000	0.000000
M_radloffanddutoit_GC1.txt	3	0.182726	0.000000	0.000000
M_rybniker_GC1.txt	3	0.333469	0.000000	0.000000
M_SANT10_GC1.txt	6	0.322657	0.000000	0.000000
M_seed_GC1.txt	4	0.228928	0.000000	0.000000
M_stenholm_GC1.txt	2	0.183413	0.000000	0.000000
M_STI_GC1.txt	5	0.307360	0.000000	0.000000
M_sullivan_GC1.txt	6	0.380841	0.000000	0.000000
M_suttle_GC1.txt	3	0.333333	0.000000	0.000000
M_synott_GC1.txt	4	0.084203	0.000000	0.000000
M_wang_GC1.txt	2	0.375000	0.000000	0.000000
M_wichels_GC1.txt	4	0.217278	0.000000	0.000000
M_zinno_GC1.txt	6	0.661838	0.000000	0.000000
