"Cinnamomum_verum"	"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Chrysobalanus_icaco"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Nepenthes_pervillei"	"Mimusops_sechellarum"	"Timonius_sechellensis"	"Apis_mellifera"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_118"	"Unidentified_sp2_M_PL_118"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp1_M_PL_118"	"Hemipyrellia_sp1_M_PL_118"	"Leptotes_pirithous"	"Ornidia_obesa"	"Lampides_boeticus"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_118"
"Neophyllomyza_approximatonervis"	0.975558528198885	2.98183980562171	0.383225318550851	0.249929555576642	0	0.0559237372852864	0.0903651600297856	0	0	1.74580422895388	2.0501261924146	0.583403440230335	0	0.0828499811633872	0.0999718222306568	0.466722752184268	0.0867377136245009	0.0499859111153284	0.0650372352132587	0	0.0325186176066295	0
"Lygistorrhina_sp1_M_PL_118"	0.975558528198885	2.98183980562171	0.383225318550851	0.249929555576642	0	0.0559237372852864	0.0903651600297856	0	0	1.74580422895388	1.0501261924146	1.58340344023033	0	0.0828499811633872	0.0999718222306568	0.466722752184268	0.0867377136245009	0.0499859111153284	0.0650372352132586	0	0.0325186176066295	0
"Unidentified_sp2_M_PL_118"	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	1.64151873661348	0.529319324099418	0.3875538007754	0.252752478766565	0	1.81384502311797	0.111852741890327	0	0	1.76552287019904	0.186412457617621	0.103562476454234	0	2.68717781202662	0.101100991506626	0.0828499811633872	0.121828936354646	0.050550495753313	0.109434582440898	0	0.0547172912204493	0
"Nectarinia_dussumieri"	1.19046417499052	0.638708864251418	0.467645968434517	2.26150824028338	0	0.0682431692669726	0.110271688036347	0	0	2.13038718953502	0.224936600018978	0.124964777788321	0	0.101100991506626	1.90460329611335	0.0999718222306568	0.105845151988159	0.452301648056676	0.0793642783327011	0	0.0396821391663508	0
"Unidentified_sp1_M_PL_118"	0.975558528198885	2.98183980562171	0.383225318550851	0.249929555576642	0	0.0559237372852864	0.0903651600297856	0	0	1.74580422895388	1.0501261924146	0.583403440230335	0	0.0828499811633872	0.0999718222306568	1.46672275218427	0.0867377136245009	0.0499859111153284	0.0650372352132587	0	0.0325186176066295	0
"Hemipyrellia_sp1_M_PL_118"	1.91271430076794	0.738876819764266	0.540986332383924	0.352817173293863	0	0.109646042719181	1.08180143633399	0	0	2.46449329197121	0.260213140873503	0.144562856040835	0	0.162438581806194	0.141126869317545	0.115650284832668	1.71283800515932	0.0705634346587726	0.127514286717862	0	0.0637571433589313	0
"Leptotes_pirithous"	1.19046417499052	0.638708864251418	0.467645968434517	2.26150824028338	0	0.0682431692669726	0.110271688036347	0	0	2.13038718953502	0.224936600018978	0.124964777788321	0	0.101100991506626	0.904603296113352	0.0999718222306568	0.105845151988159	1.45230164805668	0.079364278332701	0	0.0396821391663508	0
"Ornidia_obesa"	2.57718441648316	0.831031338836087	0.608459467217378	0.396821391663507	0	0.147736686295213	0.175608804767814	0	0	2.7718709062125	0.292667558459665	0.162593088033147	0	0.218869164881797	0.158728556665403	0.130074470426518	0.191271430076794	0.0793642783327015	1.17181229443221	0	0.0859061472161053	0
"Lampides_boeticus"	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0
"Megachile_seychellensis"	2.57718441648316	0.831031338836087	0.608459467217378	0.396821391663507	0	0.147736686295213	0.175608804767814	0	0	2.7718709062125	0.292667558459665	0.162593088033147	0	0.218869164881797	0.158728556665403	0.130074470426518	0.191271430076794	0.0793642783327015	0.17181229443221	0	1.08590614721611	0
"Phelsuma_sp1_M_PL_118"	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684
